ZCTA,Population_65plus,Median_Income,Heart_Disease_Prevalence,Diabetes_Prevalence,Obesity_Prevalence,Arthritis_Prevalence
09305,4108,106058,12.9,6.3,24.1,22.1
09306,4822,116099,11.7,10.3,31.7,27.3
09307,1488,136605,8.6,16.1,33.3,26.3
09308,4285,135485,9.8,13.8,34.4,24.7
09309,819,44343,3.3,12.3,22.0,15.2
09310,3335,75413,13.9,9.2,21.2,21.2
09311,4676,137233,9.7,17.4,38.7,19.9
09312,2231,149135,6.8,16.5,24.9,15.9
09313,1200,132083,6.5,18.3,39.7,24.7
09314,772,42924,10.9,20.9,24.5,16.9
09315,616,82049,10.0,19.6,36.5,17.3
09316,2632,132289,5.3,24.1,28.2,38.5
09317,3770,119028,7.9,8.4,26.0,30.5
09318,881,89407,11.1,24.0,26.6,27.5
09319,3623,136851,6.6,8.4,32.8,21.1
09320,3658,57066,9.1,21.9,36.2,21.4
09321,2486,112583,6.1,20.8,44.7,23.2
09322,4882,88894,3.9,18.3,41.8,16.9
09323,1689,96856,7.7,19.1,26.4,32.1
09324,1601,147355,11.8,18.8,33.0,22.1
09325,3894,149900,5.6,15.6,21.0,38.2
09326,4418,139806,12.1,5.7,37.1,23.6
09327,3180,140901,11.0,16.6,41.1,35.5
09328,1176,66573,9.1,12.8,42.3,20.6
09329,1200,105236,14.7,10.4,23.7,39.5
09330,602,54157,13.6,14.8,35.0,23.9
09331,1439,104820,9.8,22.0,46.5,38.7
09332,3985,119529,9.7,16.6,25.6,35.5
09333,723,78386,6.3,24.3,22.2,20.1
09334,1986,98039,14.0,13.4,27.8,37.9
09335,3450,77625,13.8,8.4,23.1,17.2
09336,1150,36489,11.9,11.3,21.8,19.8
09337,3872,108209,4.5,7.9,26.7,28.8
09338,4016,142068,11.4,18.7,31.0,36.9
09339,4118,123527,6.0,8.2,42.3,25.0
09340,1429,103395,5.3,15.4,22.2,19.1
09341,4214,36015,12.1,23.5,49.2,15.8
09342,3467,134510,14.5,13.7,20.4,34.0
09343,4051,128983,4.3,13.1,44.2,31.6
09344,2597,109560,5.0,9.1,20.2,28.2
09345,1673,38096,5.6,20.1,27.6,19.2
09346,2734,50562,14.6,11.1,48.0,20.0
09347,2868,104738,11.4,24.8,33.0,30.6
09348,1311,91559,11.1,8.3,30.2,40.0
09349,875,141231,9.1,5.0,39.7,18.4
09350,1260,81156,9.5,15.8,43.0,38.5
09351,2483,50848,6.5,6.4,47.6,38.4
09352,2754,92315,4.9,12.4,47.4,36.9
09353,3640,75852,12.4,14.0,41.0,28.4
09354,4797,135426,8.6,10.0,21.4,26.5
09355,4735,73548,6.1,24.6,29.3,16.7
09356,1195,82151,10.6,11.9,29.1,16.7
09357,123,35426,5.5,7.9,29.6,19.8
09358,4819,37536,8.9,5.7,23.2,27.1
09359,3656,101887,5.3,11.2,21.2,26.6
09360,1179,89556,12.1,21.4,27.0,23.4
09361,4418,94519,6.8,9.9,37.5,33.5
09362,278,137409,8.3,17.0,20.1,16.8
09363,2947,132519,12.1,24.8,46.6,36.1
09364,2060,105117,10.9,11.9,47.6,15.7
09365,1573,73030,7.8,17.3,38.4,38.1
09366,4988,106306,3.9,17.0,21.5,33.6
09367,1312,32385,14.1,16.9,49.4,30.7
09368,909,81746,3.1,24.1,38.6,18.9
09369,519,47542,11.8,20.7,35.9,22.7
09370,3759,45223,14.3,5.2,34.3,27.2
09371,3916,140513,6.7,5.6,23.9,34.2
09372,1378,60504,3.9,5.8,43.9,20.2
09373,2623,77558,6.0,12.3,34.9,35.9
09374,1540,109694,6.8,13.8,20.6,35.0
09375,1440,78784,8.4,21.1,24.6,30.5
09376,2321,50067,9.3,17.7,28.6,32.0
09377,2492,35051,11.7,25.0,47.4,20.4
09378,1461,68299,13.8,20.9,33.8,21.9
09379,691,50167,8.6,22.5,48.2,32.5
09380,626,60502,12.0,8.6,28.2,16.4
09381,2603,81039,4.5,17.8,49.5,27.0
09382,1392,123106,6.9,8.0,48.7,27.1
09383,1754,92028,4.4,18.5,41.4,23.1
09384,287,132443,11.3,21.2,42.7,25.7
09385,2858,116687,13.9,11.0,20.7,38.5
09386,628,25682,13.7,8.3,26.9,37.1
09387,533,50204,6.9,9.7,25.8,20.8
09388,3612,88159,5.8,21.2,48.8,39.1
09389,1904,45866,6.3,15.9,32.3,28.8
09390,402,71662,6.4,15.7,38.1,17.2
09391,4282,46131,4.0,16.5,28.1,26.7
09392,537,76392,4.6,14.8,27.6,25.0
09393,2688,69714,5.6,22.3,32.6,38.9
09394,932,123404,3.1,15.1,29.5,32.4
09395,896,26093,3.6,16.9,42.5,34.5
09396,659,104021,11.4,24.6,38.7,31.9
09397,3688,35683,10.4,14.1,40.8,24.8
09398,861,110692,14.3,8.7,36.2,18.5
09399,3674,66392,7.8,16.3,47.1,26.8
09400,3885,30334,8.3,19.1,21.9,24.1
09401,2614,123840,3.8,7.5,42.5,16.7
09402,784,140288,4.8,8.2,27.2,24.6
09403,4333,133162,11.3,5.5,38.7,28.8
09404,677,126059,5.8,19.9,47.8,29.2
09405,4905,99046,12.3,9.0,29.3,39.9
09406,327,106181,11.5,23.0,48.9,24.6
09407,2428,88712,12.0,15.3,25.3,22.7
09408,2831,48900,11.3,24.1,48.7,30.3
09409,927,56107,11.5,12.7,21.2,32.0
09410,530,144629,9.6,24.1,29.9,16.4
09411,1163,81660,11.1,24.6,41.0,16.0
09412,1809,67822,9.3,7.6,45.3,21.4
09413,1334,135228,5.5,7.5,25.0,20.4
09414,401,124831,5.6,13.5,48.0,37.4
09415,1520,49646,7.9,13.3,24.7,37.6
09416,4728,79400,3.2,18.0,46.1,30.0
09417,868,90979,13.7,7.3,46.5,37.2
09418,1504,73417,6.2,20.1,42.1,17.0
09419,543,87038,3.6,9.5,46.7,23.4
09420,3204,131882,8.1,8.0,22.5,21.8
09421,4455,88505,12.8,20.9,47.8,17.4
09422,3405,96210,7.8,6.6,33.9,29.5
09423,1638,128499,6.2,19.2,28.9,29.5
09424,4030,26869,9.5,7.2,20.2,26.7
09425,1431,78800,9.9,19.8,37.1,37.6
09426,169,67971,12.1,20.8,21.9,28.4
09427,3535,52497,12.6,16.7,20.4,28.7
09428,580,120596,11.5,12.0,32.5,15.1
09429,4194,69311,3.1,9.7,21.8,26.2
09430,3596,107199,3.0,21.2,45.4,19.5
09431,2893,25770,14.7,7.1,21.4,27.9
09432,2992,112482,6.2,24.5,36.9,30.3
09433,1298,75105,6.4,20.6,35.8,32.3
09434,2472,54000,11.8,18.8,36.8,32.0
09435,1992,26559,10.0,24.8,24.0,22.1
09436,1983,117609,8.6,18.8,46.5,28.1
09437,897,77598,4.4,7.1,39.6,29.3
09438,117,69327,4.0,11.5,43.5,36.2
09439,143,118659,11.4,16.7,45.4,22.8
09440,254,31982,4.5,16.5,46.8,18.9
09441,3548,43824,8.2,5.2,41.7,31.6
09442,4938,123412,11.8,10.2,41.8,34.1
09443,4180,144142,14.1,19.7,24.5,39.0
09444,1525,34147,13.5,18.2,25.1,26.7
09445,4420,32078,13.4,23.0,42.6,33.4
09446,4412,110280,7.3,24.2,26.6,27.6
09447,3739,110409,14.1,22.4,36.6,18.4
09448,4226,90853,11.2,16.1,28.1,37.9
09449,1992,123644,13.6,15.9,27.7,30.6
09450,997,136932,4.1,12.4,33.5,15.8
09451,3524,62212,3.5,23.0,25.0,26.2
09452,4640,108994,8.2,21.6,45.4,20.8
09453,1358,148517,12.9,20.6,24.4,37.2
09454,2115,70456,7.9,20.6,43.4,26.9
09455,4933,88803,13.6,22.0,34.1,26.6
09456,1802,106577,5.8,23.4,26.2,22.9
09457,973,47062,3.5,21.4,30.3,16.1
09458,665,70423,12.1,21.3,32.8,22.0
09459,2118,133886,10.5,18.2,28.4,28.9
09460,1985,145172,8.3,14.2,44.3,23.2
09461,2223,102716,13.1,16.0,30.6,16.4
09462,4742,136495,12.9,15.7,34.7,34.6
09463,2414,38384,6.9,21.5,20.9,28.9
09464,4512,134689,13.1,10.3,26.8,19.8
09465,3983,37128,7.1,12.3,22.4,28.8
09466,3292,37473,10.5,16.1,47.3,32.3
09467,1959,130283,5.3,24.7,45.8,31.5
09468,124,27366,6.2,14.8,28.4,31.0
09469,3603,52578,8.4,7.5,34.6,18.9
09470,4355,70649,6.8,18.5,29.7,15.8
09471,1237,40327,4.5,17.3,43.3,18.8
09472,1289,92101,8.8,21.9,27.0,28.5
09473,4898,83136,9.1,22.1,44.4,29.2
09474,4196,127008,4.9,10.2,25.4,31.8
09475,3257,117512,5.1,5.9,28.7,26.3
09476,2467,148234,3.4,20.7,46.7,38.8
09477,4577,61969,3.4,18.0,28.6,25.6
09478,1841,136009,7.3,7.8,47.3,27.7
09479,3788,102745,4.8,24.7,24.1,29.3
09480,3846,37929,14.0,23.5,39.0,31.4
09481,997,35444,5.4,19.5,28.4,15.5
09482,4123,33756,3.8,6.1,29.6,28.3
09483,816,28453,7.9,9.3,45.0,35.0
09484,4067,73424,5.3,11.5,37.2,22.2
09485,4121,67262,3.7,6.1,26.6,23.7
09486,3315,72292,12.0,21.5,48.4,27.5
09487,490,51326,9.7,6.5,32.1,23.7
09488,3984,142278,3.7,9.1,46.4,19.4
09489,1799,114537,8.6,11.4,47.4,30.7
09490,3137,58025,3.5,11.6,32.6,38.9
09491,332,39788,7.3,10.3,32.4,25.0
09492,2026,83939,7.4,24.6,36.6,27.1
09493,3231,80373,12.9,24.2,39.1,16.9
09494,3406,26046,11.8,17.4,21.6,24.4
09495,2824,31646,13.8,7.5,22.0,27.5
09496,4901,76384,4.7,19.1,27.5,20.6
09497,333,84938,9.4,24.5,33.0,39.4
09498,1491,78229,3.2,25.0,39.6,15.7
09499,2992,118696,12.9,17.3,25.9,36.6
09500,1355,83984,7.4,8.8,29.2,29.8
09501,2638,51287,3.8,21.6,32.2,24.4
09502,3790,106968,6.9,17.5,28.4,23.4
09503,989,115279,6.4,14.0,31.6,16.1
09504,4787,125157,12.2,8.0,23.8,20.1
09505,845,135350,4.5,9.8,20.5,27.0
09506,1819,45125,9.7,16.6,25.9,36.2
09507,527,59836,12.5,10.2,28.2,35.0
09508,831,82735,11.9,14.6,43.7,29.0
09509,899,136720,14.2,19.3,42.5,21.9
09510,4397,130761,3.0,24.7,41.8,24.6
09511,935,96359,7.2,5.9,48.8,15.5
09512,234,51025,7.4,20.9,32.3,34.2
09513,2638,57996,3.4,7.6,23.1,36.8
09514,3818,61020,12.8,23.9,44.6,19.2
09515,140,123655,11.3,20.4,37.5,35.7
09516,3467,125576,9.3,13.0,50.0,32.2
09517,2515,45421,7.9,15.3,30.2,38.6
09518,2140,49809,13.7,18.5,46.2,20.9
09519,4439,82609,6.2,16.2,45.8,33.6
09520,3049,42241,7.0,24.6,49.5,29.7
09521,4361,72417,14.4,25.0,49.5,39.2
09522,3566,148378,3.8,6.1,49.8,32.3
09523,3188,34068,12.4,19.6,47.4,27.0
09524,4923,89729,11.6,19.9,27.8,32.3
09525,1215,51834,13.8,20.8,33.2,39.9
09526,4678,94730,4.1,23.3,49.1,34.8
09527,2690,116756,14.6,16.9,32.0,38.6
09528,3673,104235,3.3,10.1,47.5,39.1
09529,3078,76544,7.1,18.4,42.7,35.2
09530,2547,93860,4.0,11.5,46.0,20.4
09531,1330,68911,3.6,11.9,42.7,35.2
09532,2766,86963,14.6,17.3,31.5,17.0
09533,4954,64029,11.6,10.8,28.2,24.6
09534,4358,111871,9.1,18.9,41.1,39.4
09535,2694,51832,4.3,22.1,22.6,27.7
09536,3530,26432,9.3,24.7,25.5,28.3
09537,3017,25480,6.8,8.4,20.9,33.2
09538,3052,147879,6.3,14.1,28.5,22.4
09539,2095,93506,10.4,19.8,29.4,16.1
09540,3991,59433,12.5,16.5,46.8,20.3
09541,406,140016,8.3,6.3,42.8,34.6
09542,1462,77406,8.9,12.0,40.6,24.1
09543,2202,39265,10.8,20.9,43.9,18.1
09544,3130,99144,4.5,14.9,39.1,30.8
09545,432,97786,12.9,18.9,27.9,28.0
09546,2852,141989,13.0,17.8,48.7,26.2
09547,342,25944,9.5,23.9,24.1,20.8
09548,1984,59820,5.3,22.2,23.2,33.7
09549,1532,35542,9.0,11.9,27.2,29.0
09550,2650,83323,4.3,15.0,45.7,39.6
09551,402,98239,12.2,14.5,33.3,36.6
09552,4430,116768,6.7,10.6,31.9,20.9
09553,3209,84998,6.7,17.4,28.5,28.3
09554,2286,124755,14.3,10.2,48.8,28.2
09555,4390,101739,8.1,8.2,43.1,18.7
09556,1650,68743,12.5,7.2,25.0,35.3
09557,1892,131222,10.6,10.7,30.5,23.4
09558,746,54922,6.8,14.5,30.8,18.5
09559,4756,38965,4.5,7.3,26.7,21.0
09560,812,45387,12.6,18.5,23.8,39.3
09561,4608,59354,12.2,22.4,45.1,29.1
09562,637,74541,5.0,13.5,35.6,15.5
09563,334,28728,6.0,22.5,30.7,28.2
09564,2496,83193,12.2,8.0,21.8,39.4
09565,1604,114927,14.8,6.6,27.6,17.3
09566,1474,50394,13.1,21.3,41.7,24.5
09567,4611,143323,11.2,24.5,46.8,25.0
09568,2009,102835,14.0,11.8,46.8,18.8
09569,1015,31480,6.4,18.1,29.4,25.7
09570,4058,76806,3.1,18.1,41.3,17.7
09571,180,119066,6.9,18.7,24.4,32.4
09572,2183,72232,14.7,16.4,28.5,38.2
09573,2788,94642,13.6,10.1,35.5,25.3
09574,1790,131985,3.6,6.6,43.3,39.4
09575,856,109239,9.0,5.3,47.3,28.9
09576,2770,122636,3.9,8.6,48.3,15.9
09577,3851,101656,12.5,7.4,24.9,19.2
09578,3652,134659,7.5,5.8,33.3,17.5
09579,567,63920,13.9,6.8,40.3,32.6
09580,1594,109854,3.7,6.0,42.6,33.3
09581,1119,116258,11.8,16.0,35.1,25.0
09582,1001,142511,7.8,6.1,21.7,35.8
09583,772,121536,6.2,24.9,44.0,36.9
09584,538,93041,9.2,15.0,45.9,21.5
09585,4322,113999,8.8,23.0,46.7,36.3
09586,2176,105322,7.2,14.8,46.3,35.1
09587,544,98334,10.8,7.7,42.6,25.2
09588,1065,89918,10.9,21.8,32.5,24.3
09589,3890,49253,3.9,9.8,25.4,39.4
09590,563,130238,10.1,5.8,23.9,25.3
09591,2298,34003,11.5,8.8,41.3,22.5
09592,2387,106975,3.9,17.0,43.4,30.2
09593,3865,99435,10.9,13.7,39.6,36.9
09594,3276,39714,12.6,8.2,37.2,30.6
09595,4108,40861,13.0,15.7,37.7,37.2
09596,3604,140697,3.5,24.1,22.0,35.0
09597,1012,111038,11.4,19.5,28.5,37.3
09598,596,118960,12.6,6.4,25.1,34.5
09599,1563,28316,7.8,11.4,33.6,30.0
09600,4353,103595,9.5,18.8,22.3,16.4
09601,4367,61257,6.2,7.8,29.9,24.0
09602,593,45710,6.7,15.8,46.3,16.3
09603,1526,143993,9.0,15.9,22.9,38.0
09604,1792,79433,4.8,6.8,37.0,38.6
09605,1893,132896,7.4,17.1,27.9,18.8
09606,2823,105737,6.6,23.0,31.1,30.6
09607,758,42577,5.9,18.0,29.0,35.6
09608,4861,95530,8.8,23.3,21.9,17.0
09609,4562,32506,13.1,17.3,22.1,39.2
09610,649,82121,5.9,20.0,34.1,30.3
09611,742,92033,10.9,22.9,45.4,24.1
09612,4450,34442,6.1,14.3,48.0,29.1
09613,307,83216,4.7,8.2,26.8,29.1
09614,2597,27410,14.3,7.4,46.9,17.9
09615,4290,135046,10.6,24.1,21.4,29.3
09616,1983,51154,4.3,15.9,45.2,31.8
09617,2986,99202,10.6,18.7,36.5,20.7
09618,577,122188,5.1,17.2,22.6,15.7
09619,861,46515,13.7,16.3,22.3,27.7
09620,289,77718,6.0,16.2,24.3,17.1
09621,855,88446,12.7,14.5,21.4,21.6
09622,1546,110968,5.4,22.7,41.2,27.2
09623,1763,64695,9.7,7.4,38.5,16.2
09624,1935,40421,13.9,19.3,45.2,37.9
09625,4328,46008,6.6,18.6,34.6,24.1
09626,4250,131766,4.0,6.2,37.5,26.4
09627,4160,113601,9.6,9.3,24.3,29.0
09628,4705,120788,5.1,20.8,35.6,27.8
09629,4865,63785,11.7,9.7,29.5,20.3
09630,3712,80952,10.1,16.6,33.5,18.7
09631,1789,88552,7.2,6.7,45.1,19.5
09632,1416,32005,11.5,9.5,40.2,24.3
09633,4929,143239,5.9,22.8,21.8,32.8
09634,3286,137413,14.0,12.2,48.8,31.6
09635,4120,78737,7.2,21.1,27.7,30.2
09636,4454,56811,12.2,14.6,33.8,19.1
09637,1245,127761,6.1,11.4,34.1,17.3
09638,4494,143571,11.6,16.3,39.4,19.5
09639,660,122887,3.4,15.7,45.3,34.9
09640,2012,117731,6.5,24.7,28.5,34.7
09641,1964,99722,4.1,11.9,28.8,32.0
09642,396,74920,8.4,18.1,26.7,37.5
09643,2509,136634,8.2,18.8,42.8,16.2
09644,2736,50120,7.3,17.5,39.1,31.2
09645,1561,95610,14.8,14.6,26.3,35.7
09646,4392,34123,5.9,20.7,33.4,28.0
09647,2368,49666,12.5,20.4,32.2,25.3
09648,1094,137602,8.4,24.2,36.1,32.0
09649,107,111253,7.0,24.5,44.6,32.8
09650,2691,72565,5.4,9.3,46.8,32.0
09651,2615,130495,10.6,18.1,26.5,39.0
09652,4515,148730,7.0,22.1,38.1,39.2
09653,1517,130852,12.8,24.2,44.1,30.7
09654,2416,44352,14.6,7.9,24.1,39.1
09655,4032,56626,5.7,24.0,30.2,38.2
09656,1387,136368,4.5,9.5,24.8,20.7
09657,2944,118189,6.8,16.4,31.3,33.3
09658,1218,121825,8.6,18.1,21.3,23.1
09659,652,27659,6.6,22.6,34.8,35.0
09660,760,25633,14.6,21.1,49.9,22.5
09661,815,40716,12.4,23.7,46.3,20.8
09662,3685,126532,14.6,20.7,35.3,39.3
09663,3861,116336,7.5,11.8,37.6,21.8
09664,2629,42632,6.7,8.6,43.0,32.6
09665,4070,42366,7.9,8.1,27.0,16.4
09666,3507,60278,9.3,6.8,36.5,27.5
09667,1558,110770,11.9,23.6,34.5,27.9
09668,3367,144446,13.6,14.7,31.5,33.8
09669,954,45377,8.6,24.3,33.7,32.1
09670,4860,138920,6.5,20.5,43.1,30.9
09671,3637,124293,6.8,24.1,31.4,22.1
09672,1997,92152,11.4,22.4,47.6,25.8
09673,372,121686,9.8,16.7,46.9,29.9
09674,4187,81173,8.8,9.5,49.2,24.9
09675,1372,33616,5.4,10.1,21.9,37.0
09676,4474,34622,13.5,12.4,38.2,37.8
09677,4119,108555,12.4,5.5,26.2,27.7
09678,915,70160,4.7,18.3,22.4,17.9
09679,4471,64163,7.4,16.1,35.4,21.0
09680,1022,121900,9.5,7.0,48.0,38.6
09681,4837,128522,8.5,21.5,28.8,35.0
09682,4700,107097,7.8,21.5,32.0,33.1
09683,4967,104112,11.6,7.4,40.5,24.4
09684,1364,95787,3.7,9.1,46.3,23.8
09685,3824,71278,8.7,10.0,23.1,28.9
09686,2887,118888,6.1,15.5,37.8,29.1
09687,2822,124023,4.0,23.9,27.2,30.1
09688,4323,126432,8.6,18.3,43.3,29.3
09689,2650,48419,5.1,18.6,28.0,23.0
09690,3049,119616,6.1,10.8,41.8,19.5
09691,1773,52577,9.1,17.5,41.4,39.3
09692,4687,105133,14.7,9.2,49.3,17.3
09693,3192,60557,11.2,19.2,34.8,35.4
09694,2938,115765,6.4,9.7,24.8,19.9
09695,1766,47645,7.6,5.3,43.8,38.8
09696,4611,69516,7.9,15.5,42.4,27.5
09697,2295,40306,4.8,11.0,45.5,23.5
09698,1484,52968,4.9,17.6,36.8,38.0
09699,4503,103131,4.8,19.9,39.8,23.5
09700,4054,50065,9.3,21.3,48.9,28.2
09701,2999,50920,11.1,24.6,20.5,35.0
09702,160,130204,10.1,16.1,40.0,33.7
09703,4047,57636,14.7,14.6,33.8,37.4
09704,2390,147211,4.5,9.9,32.3,24.2
09705,572,123911,14.8,19.9,29.0,20.1
09706,1058,105608,8.6,14.7,41.8,25.9
09707,632,61359,5.6,11.5,23.5,32.1
09708,593,63413,14.3,13.6,26.9,21.6
09709,181,94655,8.6,12.4,29.6,31.9
09710,3070,95847,7.2,24.6,26.1,19.2
09711,111,33944,5.6,9.5,24.4,39.9
09712,4644,28048,6.2,13.3,34.6,28.7
09713,861,62212,14.8,11.1,23.5,16.9
09714,3285,94656,6.6,8.4,29.2,18.0
09715,125,102189,14.7,11.0,47.2,29.8
09716,1906,41000,7.0,14.8,36.4,28.9
09717,4257,124318,5.8,17.6,35.6,25.3
09718,4424,70654,5.2,17.3,44.3,30.1
09719,4802,100496,7.9,20.5,40.7,17.4
09720,3759,111816,5.8,6.4,30.9,18.1
09721,1625,113973,11.4,11.3,24.0,22.3
09722,860,50534,5.9,12.1,42.6,35.6
09723,694,124895,13.0,18.8,23.3,21.0
09724,1155,69221,13.0,9.2,29.2,33.4
09725,1954,38339,6.4,9.3,43.3,29.5
09726,3183,125892,12.0,6.9,41.1,23.6
09727,4016,60306,13.3,15.7,45.4,18.1
09728,3775,105359,10.1,19.5,38.1,33.2
09729,2148,83134,7.4,19.0,38.8,25.9
09730,1558,37459,8.3,19.9,34.9,30.2
09731,1319,96717,12.4,8.4,29.1,26.1
09732,4328,37208,6.5,16.7,34.6,32.3
09733,4281,78546,7.0,6.9,23.6,16.4
09734,1599,122545,4.9,24.3,49.8,16.2
09735,1930,142786,7.8,7.1,30.3,21.6
09736,3495,82991,4.0,22.6,45.7,35.0
09737,1303,103571,6.9,5.8,47.3,25.7
09738,4370,30876,7.5,15.6,20.8,39.4
09739,2910,92011,6.1,22.1,37.9,34.5
09740,3192,104316,4.2,17.7,45.6,30.3
09741,3144,144892,9.3,14.9,33.1,21.4
09742,4773,51636,13.4,7.5,21.8,21.6
09743,3614,114657,7.0,18.2,31.5,23.5
09744,1898,55978,5.8,17.0,28.3,36.2
09745,2675,128379,6.4,14.2,46.6,35.0
09746,244,83467,13.3,9.7,40.0,33.4
09747,4957,50191,9.3,9.4,27.8,28.1
09748,4026,116396,4.6,24.4,44.2,24.2
09749,1477,51901,11.5,24.3,35.3,33.4
09750,3246,36329,4.9,23.7,46.3,23.3
09751,1925,45056,3.7,15.3,44.0,34.4
09752,893,126159,6.1,24.8,40.0,18.8
09753,1701,108543,5.0,10.9,23.5,30.6
09754,4514,53025,10.3,13.5,38.1,17.5
09755,1210,128940,8.8,8.5,38.5,28.9
09756,4153,35895,11.7,14.3,44.5,17.5
09757,4893,34332,9.1,8.7,25.5,37.4
09758,4037,126134,8.0,6.3,38.3,25.1
09759,4063,131994,9.3,5.2,44.8,30.9
09760,882,105076,8.2,12.6,20.5,23.5
09761,1216,29682,3.4,23.0,38.4,28.6
09762,1850,99831,11.2,13.7,44.4,33.0
09763,2676,126393,14.5,17.9,33.5,23.5
09764,4127,125056,8.1,21.4,25.7,20.3
09765,3436,127318,8.1,16.1,43.5,32.3
09766,4487,25613,3.5,16.3,22.7,18.2
09767,1587,85391,13.7,15.5,36.0,35.6
09768,3975,107563,14.1,7.5,20.2,28.9
09769,3731,134364,12.8,17.7,34.1,18.6
09770,4292,86497,4.3,19.5,46.9,26.7
09771,4058,42519,13.8,5.0,47.9,23.9
09772,3497,136188,3.3,6.7,24.9,18.9
09773,173,41202,8.3,15.8,38.6,16.0
09774,1459,137441,9.0,21.8,21.7,26.2
09775,1191,45083,13.0,15.7,40.4,31.3
09776,4953,68322,12.0,13.7,43.0,37.2
09777,2041,139849,12.6,23.7,33.7,23.3
09778,3248,35013,13.4,6.5,32.8,22.6
09779,4403,96605,8.7,7.8,36.5,28.2
09780,1344,86763,12.4,18.7,28.8,29.2
09781,1385,52341,3.8,7.2,34.4,18.6
09782,4605,126706,8.3,7.7,46.1,16.9
09783,3136,35819,3.4,22.4,23.3,19.5
09784,870,61761,14.0,9.2,36.5,30.4
09785,1943,136490,14.5,17.4,29.5,24.8
09786,173,79007,4.0,12.9,42.8,17.3
09787,1760,54173,9.4,7.7,30.1,34.5
09788,4449,25056,6.9,12.7,43.9,30.8
09789,919,144972,7.1,13.3,31.9,35.9
09790,3918,77389,8.4,17.6,38.6,22.6
09791,431,51920,4.5,8.1,41.0,29.2
09792,1521,87467,5.2,5.7,29.6,32.6
09793,3755,88897,9.9,17.1,32.6,38.0
09794,1791,144590,3.2,6.3,45.3,16.3
09795,4650,96532,10.2,8.1,33.3,37.9
09796,4508,120337,6.8,24.6,34.1,19.7
09797,327,58387,13.0,5.5,37.5,25.1
09798,2981,41041,10.2,17.8,43.4,18.1
09799,2965,46258,11.5,7.8,22.1,37.1
09800,2675,38066,4.4,21.4,38.0,21.9
09801,4622,27613,6.2,16.6,45.9,30.2
09802,564,146829,15.0,14.4,30.1,26.8
09803,377,119373,8.2,14.2,40.5,36.9
09804,4214,112293,7.3,18.4,27.7,16.0
09805,165,44219,13.5,21.8,23.3,25.4
09806,4362,115777,3.4,5.1,25.2,21.4
09807,502,131623,9.4,5.4,41.7,21.5
09808,4083,94093,5.5,10.4,37.7,28.3
09809,4604,94707,7.4,19.8,25.8,21.0
