ZCTA,Population_65plus,Median_Income,Heart_Disease_Prevalence,Diabetes_Prevalence,Obesity_Prevalence,Arthritis_Prevalence
00052,134,116513,3.3,13.2,39.8,33.8
00053,3252,52331,4.4,10.4,42.8,19.8
00054,2055,30584,14.3,23.6,38.0,24.7
00055,1685,37965,4.1,17.2,37.2,25.3
00056,4043,109769,10.2,21.0,39.5,27.5
00057,3173,45819,14.1,17.0,20.2,37.3
00058,1121,53782,10.5,17.3,45.0,30.9
00059,3561,129708,3.4,12.7,44.5,19.9
00060,2713,135463,10.2,9.8,34.6,25.7
00061,3943,104035,13.8,12.0,27.1,18.6
00062,1600,110847,6.9,10.9,30.0,23.5
00063,4898,113434,6.8,18.8,32.8,25.6
00064,261,85773,6.0,13.5,24.8,22.8
00065,4397,48824,9.1,16.0,38.2,34.3
00066,2081,145504,5.9,20.4,24.6,15.4
00067,1095,39110,11.7,10.3,40.5,38.3
00068,3442,72707,10.7,13.5,36.9,28.1
00069,4651,113512,7.8,15.4,45.1,35.1
00070,3898,30825,11.7,6.1,31.9,19.7
00071,1375,28488,4.2,8.0,47.2,23.8
00072,1116,92431,12.0,6.3,39.6,39.2
00073,437,93444,10.2,20.0,20.0,28.5
00074,978,91947,10.6,11.0,33.1,24.0
00075,1176,30457,3.8,13.5,49.0,40.0
00076,4987,102110,10.4,18.4,48.8,32.2
00077,4093,133439,8.9,24.3,37.1,35.2
00078,4959,143687,8.8,21.2,39.9,19.9
00079,479,63216,6.9,6.2,27.1,15.3
00080,592,118230,3.1,11.1,29.6,37.9
00081,2162,33847,8.1,6.0,31.9,22.6
00082,3984,113212,7.8,6.2,32.4,34.1
00083,164,66309,8.1,7.5,41.2,25.7
00084,2668,39658,10.3,11.4,22.3,37.1
00085,2127,113928,6.6,9.6,21.4,21.5
00086,2795,42527,6.2,12.0,35.6,28.2
00087,1595,54676,9.0,21.4,37.4,24.1
00088,491,41781,10.1,21.0,31.6,32.1
00089,4614,25645,9.8,12.0,42.4,28.4
00090,4574,122476,13.6,18.2,25.1,33.4
00091,3661,103236,12.2,12.5,49.7,25.9
00092,2378,48990,3.6,12.7,30.5,34.5
00093,3199,111052,9.8,18.5,29.9,27.7
00094,300,43618,8.0,12.7,31.8,17.9
00095,4975,86859,7.3,16.0,45.1,33.3
00096,3204,101500,14.5,7.3,26.6,25.7
00097,4698,83827,8.5,15.8,33.7,34.6
00098,2554,122389,11.6,19.8,28.0,37.7
00099,3745,121726,14.6,22.8,21.3,37.6
00100,904,149863,4.8,7.9,31.0,34.6
00101,2831,26962,3.7,13.2,22.3,17.9
00102,2873,140497,6.8,14.7,49.1,39.1
00103,1670,64241,3.5,23.1,24.2,28.1
00104,2790,65251,4.4,10.1,49.5,37.9
00105,3940,87397,14.9,8.3,33.8,32.1
00106,1128,94951,14.5,7.8,25.0,20.3
00107,602,80770,11.3,8.1,28.0,30.7
00108,4593,139152,12.0,22.4,31.6,24.2
00109,970,56545,4.7,17.4,40.4,15.4
00110,4588,33705,10.1,13.4,41.4,36.2
00111,306,148213,4.9,22.3,26.5,39.5
00112,1584,120302,7.5,11.0,25.9,28.1
00113,963,35704,7.1,23.6,47.4,22.9
00114,2890,57119,10.4,20.2,33.6,20.3
00115,663,53671,4.0,5.4,30.8,21.4
00116,4291,46203,4.2,14.3,38.8,35.9
00117,1857,106927,10.3,21.8,36.5,18.9
00118,1778,145503,10.6,12.9,46.8,38.3
00119,3342,117115,7.1,24.7,24.8,25.6
00120,4736,37451,4.8,21.9,33.5,31.4
00121,1159,49516,13.6,20.1,26.0,25.6
00122,1822,136372,3.6,7.7,23.2,39.9
00123,3414,145102,11.6,7.2,28.6,24.3
00124,3257,121613,4.7,17.8,22.0,24.4
00125,2725,100856,10.6,18.2,38.1,36.8
00126,2829,83642,11.0,8.0,45.5,17.9
00127,1697,70976,12.7,22.1,29.1,19.4
00128,3160,44330,7.7,22.5,39.0,39.4
00129,2793,112656,3.3,13.3,23.9,17.3
00130,4991,59612,12.7,17.2,27.0,16.1
00131,3727,143299,8.3,15.2,40.3,33.9
00132,1463,138561,13.2,5.7,47.6,26.6
00133,2081,56790,12.3,6.8,20.6,28.2
00134,1763,130863,9.0,20.6,39.3,27.9
00135,1629,147872,15.0,14.8,41.1,37.0
00136,2138,112606,8.5,17.2,37.9,24.5
00137,3402,44449,11.4,17.3,32.8,35.1
00138,2337,99830,11.0,12.6,49.6,29.3
00139,1406,57256,9.2,5.6,28.2,18.8
00140,4129,123983,10.0,20.7,34.0,33.0
00141,2775,32190,12.6,14.4,40.2,17.4
00142,1382,128651,9.9,7.8,20.0,21.2
00143,809,70493,8.4,5.4,30.8,28.9
00144,4844,36561,10.9,5.4,31.8,26.2
00145,4513,45431,3.4,5.7,20.3,27.9
00146,3848,54617,4.3,8.1,20.8,27.6
00147,4879,38571,4.5,9.6,49.7,28.8
00148,763,134319,8.1,9.9,23.3,22.3
00149,2098,121931,13.5,17.6,27.1,25.3
00150,3545,25009,10.7,9.8,24.2,33.6
00151,3843,139291,14.7,18.5,35.4,36.7
00152,1595,135749,3.5,21.5,42.1,15.7
00153,3404,105739,11.7,12.7,22.3,24.9
00154,3863,68791,6.8,19.4,37.6,24.5
00155,1953,146151,3.3,7.1,30.6,28.4
00156,4759,95857,12.9,11.6,34.7,15.0
00157,1391,78368,5.0,18.7,28.0,22.5
00158,3681,100914,5.6,23.6,45.9,30.5
00159,3557,148553,7.1,17.3,33.6,20.7
00160,1736,73847,12.5,12.3,24.8,16.4
00161,3796,147422,10.5,11.3,43.8,20.8
00162,3099,98042,6.2,12.8,42.6,36.1
00163,3252,100755,5.0,18.1,34.5,21.8
00164,798,120491,4.3,11.5,41.7,26.5
00165,2260,59224,4.8,14.4,38.1,17.9
00166,4197,123347,13.4,20.2,24.9,33.3
00167,4837,65094,14.1,9.8,50.0,25.7
00168,954,87818,14.6,19.3,43.2,19.7
00169,3574,119305,13.0,20.2,40.0,39.2
00170,1807,35086,13.6,22.3,44.9,36.0
00171,2877,118893,12.8,5.5,47.8,24.3
00172,1833,65544,14.5,7.3,37.3,18.1
00173,3610,117398,13.1,24.1,37.7,30.4
00174,302,144258,8.5,7.5,20.7,34.5
00175,3355,43955,6.9,14.8,32.4,36.9
00176,4318,72660,10.0,8.3,35.3,25.5
00177,4596,149295,10.3,21.2,27.0,20.3
00178,866,98736,9.9,6.9,30.8,20.3
00179,4489,96168,11.5,6.7,31.0,15.4
00180,2427,104236,11.4,15.1,31.0,34.7
00181,3031,59630,4.0,9.8,48.7,27.7
00182,297,75385,6.4,18.2,37.6,38.1
00183,2030,110045,13.7,18.7,29.4,19.3
00184,3682,29711,10.1,16.7,29.1,22.8
00185,708,55871,6.9,21.7,45.4,36.4
00186,3372,27457,13.2,18.9,39.3,30.4
00187,1247,147889,6.0,8.8,45.5,23.9
00188,4382,101732,7.9,6.6,39.3,21.7
00189,3497,103375,6.3,20.0,47.4,29.6
00190,2611,64467,13.5,19.8,32.1,24.6
00191,1894,38167,11.7,22.0,45.3,21.6
00192,759,98995,8.5,9.0,25.3,24.4
00193,2911,32157,14.2,9.5,40.1,32.7
00194,1469,135357,14.1,16.5,30.9,25.5
00195,2086,27714,11.5,8.1,35.7,26.9
00196,246,111466,13.7,10.9,42.1,31.7
00197,3319,52217,11.6,21.2,36.9,27.1
00198,3011,65132,10.5,11.7,41.9,38.8
00199,1834,121653,8.0,5.2,21.1,16.7
00200,1943,105792,6.3,18.0,32.0,31.9
00201,588,81371,3.7,8.6,48.6,36.6
00202,3076,135302,12.6,8.9,42.9,21.8
00203,2059,81788,4.5,5.3,34.5,25.3
00204,2485,34583,7.9,16.6,41.3,24.6
00205,3019,114461,5.8,16.2,20.8,37.8
00206,4836,67042,8.5,6.9,28.8,22.9
00207,1902,115405,6.8,6.0,47.1,28.6
00208,4161,102807,13.0,14.8,34.9,19.1
00209,3469,93371,14.7,20.6,48.6,16.1
00210,362,33013,14.3,24.1,27.9,31.6
00211,723,147643,10.5,6.5,45.0,28.7
00212,1116,103775,14.8,19.2,20.6,17.2
00213,3743,54540,7.8,8.8,20.1,38.9
00214,2149,61973,9.3,5.7,24.1,25.8
00215,3823,137157,6.1,11.7,27.8,27.0
00216,4648,92690,13.8,16.5,21.3,26.8
00217,3208,112028,5.2,17.0,26.3,27.8
00218,4190,133840,10.3,6.0,46.2,27.1
00219,2156,94459,12.6,23.6,47.5,35.9
00220,3270,56558,10.1,6.1,23.6,26.7
00221,1782,133350,3.9,9.3,29.5,28.9
00222,2355,113004,10.3,13.7,38.3,22.7
00223,1254,65030,12.2,23.9,39.8,28.5
00224,4599,61636,5.3,24.8,20.8,30.2
00225,3291,94326,11.8,5.0,47.4,33.5
00226,1796,134528,13.5,9.5,32.8,36.1
00227,4091,115956,14.8,15.0,33.2,31.1
00228,4823,84051,7.9,18.9,22.6,18.5
00229,4782,122751,3.3,18.1,35.8,17.4
00230,1748,88566,8.0,10.0,37.6,29.7
00231,1545,76159,10.9,9.0,33.7,21.4
00232,4299,91809,13.7,5.3,46.6,34.8
00233,4023,81025,14.3,21.9,23.3,38.2
00234,353,51680,13.9,12.6,25.5,25.7
00235,3283,134463,10.9,22.3,31.3,30.4
00236,2657,37434,11.2,11.5,38.3,32.3
00237,198,87185,3.0,20.1,32.7,34.3
00238,2300,71096,7.4,6.4,45.5,27.1
00239,3061,72471,13.9,21.2,26.4,16.4
00240,4533,81004,11.3,22.8,27.2,19.6
00241,3877,99940,8.6,10.3,46.7,16.2
00242,2969,65579,4.3,7.8,34.0,27.9
00243,3334,35487,6.0,8.9,39.6,29.5
00244,3891,100925,9.7,22.4,31.3,15.6
00245,1056,119921,13.8,10.7,31.3,22.5
00246,4167,85628,4.1,9.6,24.3,38.0
00247,260,125568,4.8,24.6,46.6,16.3
00248,4593,73133,10.9,18.4,44.8,27.1
00249,1400,121925,6.5,21.6,36.1,31.8
00250,4087,138500,5.0,19.9,21.2,22.3
00251,1627,108530,5.1,12.5,26.7,37.5
00252,1318,34610,8.9,22.3,25.7,18.7
00253,4596,108706,10.0,16.8,36.1,32.3
00254,4835,78551,13.9,18.1,24.7,25.4
00255,3204,38869,9.4,11.5,33.0,21.3
00256,2835,110402,11.3,24.6,25.8,26.2
00257,4655,113466,5.2,22.1,28.6,28.7
00258,1054,100605,11.6,8.0,29.0,20.9
00259,4665,134403,10.8,9.1,26.8,37.9
00260,3546,73954,5.6,20.0,27.9,17.7
00261,1145,99107,11.0,5.5,24.6,29.0
00262,1793,47979,5.5,11.7,43.2,27.0
00263,3536,36492,10.1,15.7,49.2,36.6
00264,662,140381,11.0,9.1,43.5,26.3
00265,2585,85920,11.3,22.5,31.0,29.9
00266,3454,120826,13.9,22.8,42.7,38.1
00267,325,137784,14.4,24.1,21.9,16.2
00268,4993,119257,12.7,7.9,30.6,28.0
00269,1059,149327,13.5,6.6,31.9,38.1
00270,4648,122379,3.2,16.1,20.4,17.5
00271,3167,101118,7.4,20.8,48.5,37.1
00272,915,48409,3.5,10.8,33.9,15.5
00273,4854,141443,5.7,9.8,49.6,35.6
00274,4742,90162,7.6,15.4,28.4,36.8
00275,3220,97569,13.4,14.6,49.4,15.3
00276,116,49077,9.1,14.6,38.4,20.6
00277,1343,85428,10.8,13.1,32.5,25.6
00278,2305,51455,7.4,19.5,45.0,26.4
00279,2624,52385,10.2,17.3,36.3,30.7
00280,1169,25847,12.8,14.8,44.8,16.9
00281,3544,101699,6.6,19.4,35.2,15.5
00282,2665,78213,14.2,10.2,32.6,19.8
00283,1160,140883,5.6,22.8,38.2,34.7
00284,2427,34704,14.0,12.7,42.7,23.0
00285,3520,69862,3.3,11.6,21.4,32.9
00286,401,145166,9.5,15.8,32.1,25.0
00287,4376,56849,14.8,10.4,25.1,31.7
00288,706,96868,10.3,10.4,48.5,15.3
00289,3270,147842,9.7,6.6,49.2,16.2
00290,799,30648,11.2,18.0,47.3,33.3
00291,1239,56793,6.5,23.3,35.4,38.4
00292,290,110240,3.6,18.7,42.7,18.3
00293,2400,109377,6.0,16.4,47.7,24.1
00294,1080,118574,5.1,19.2,46.1,34.8
00295,3075,28450,14.1,24.3,36.1,18.0
00296,1284,33418,13.2,11.7,24.5,22.6
00297,3427,73718,6.8,13.6,47.3,21.1
00298,3494,59575,13.0,10.7,44.6,27.7
00299,227,135804,5.5,5.3,32.0,18.7
00300,2165,122260,5.4,11.9,33.9,27.8
00301,1916,139009,12.2,6.4,49.7,31.5
00302,669,58186,6.9,22.2,38.0,27.2
00303,1995,139426,3.8,19.3,25.1,17.9
00304,2833,51451,11.6,11.1,24.9,15.8
00305,3963,28155,14.9,11.6,21.9,39.6
00306,4821,34110,9.8,16.4,37.6,32.6
00307,4114,114284,6.2,21.0,20.8,36.8
00308,3001,54448,7.5,19.4,44.5,15.1
00309,1786,123122,10.8,5.6,29.5,35.1
00310,3109,110738,11.4,20.7,30.3,38.4
00311,254,70231,13.6,22.6,42.8,20.4
00312,2637,60399,13.9,6.8,23.2,22.1
00313,1509,45058,13.3,20.4,35.9,29.9
00314,4157,149225,10.8,10.0,31.1,19.2
00315,884,95166,8.4,8.5,23.0,15.8
00316,3275,97404,11.2,15.9,28.9,34.4
00317,4441,128817,11.0,16.1,38.9,35.4
00318,2906,125133,5.6,14.4,39.9,30.1
00319,637,100391,9.1,23.0,23.8,26.4
00320,1941,73698,5.5,9.8,48.2,29.6
00321,2555,70379,13.8,17.1,25.5,25.0
00322,624,115196,6.9,13.2,39.9,21.5
00323,3050,122275,12.7,22.5,29.8,17.4
00324,4231,28812,7.5,7.7,41.1,22.0
00325,4880,42270,12.2,6.7,44.4,28.8
00326,4215,48978,5.7,24.9,22.4,15.6
00327,2468,36531,12.2,16.5,43.9,36.3
00328,3947,53783,5.2,23.2,23.6,27.6
00329,4595,85019,8.9,13.2,35.6,29.3
00330,2801,38236,4.4,17.1,30.1,21.3
00331,1071,142485,9.3,18.9,29.2,39.8
00332,1266,55093,12.8,24.7,24.6,25.9
00333,2874,94683,12.1,7.3,40.3,20.1
00334,2082,43515,3.6,7.5,29.1,38.8
00335,953,118806,8.9,15.5,35.2,15.3
00336,4246,27759,13.2,6.1,20.5,39.0
00337,3836,134274,10.8,19.5,38.1,22.9
00338,3869,50316,3.7,24.8,40.3,33.6
00339,674,93412,6.9,21.2,21.9,23.1
00340,3361,70480,9.7,10.3,36.0,30.2
00341,1248,38332,5.1,21.0,41.4,29.2
00342,1815,100439,11.2,17.6,24.2,35.7
00343,4877,74207,10.6,7.4,21.3,29.9
00344,3954,126666,5.4,16.3,25.8,37.1
00345,2591,68819,9.6,22.9,30.5,35.8
00346,2760,83150,12.7,10.8,32.8,25.7
00347,3224,142744,7.5,18.2,22.2,29.3
00348,3151,78902,6.0,5.8,49.4,35.6
00349,104,34198,11.4,21.7,40.7,37.4
00350,4969,128307,3.8,9.1,24.0,17.2
00351,976,40732,13.0,17.2,43.9,35.2
00352,1091,131209,14.3,15.5,29.6,28.5
00353,4242,111023,14.6,16.0,31.3,30.3
00354,4464,80419,8.2,10.1,22.2,24.6
00355,4565,26781,10.5,16.2,32.7,16.8
00356,735,103948,13.3,17.1,22.3,38.6
00357,1793,75141,5.7,13.5,40.4,38.4
00358,1782,122090,3.3,17.7,30.3,19.9
00359,4852,86277,7.6,8.8,28.9,24.7
00360,219,134660,13.6,15.3,39.5,29.8
00361,930,81704,9.1,19.3,40.6,29.0
00362,3775,56485,9.4,12.4,39.2,18.1
00363,1469,79351,11.3,13.2,43.7,15.3
00364,840,143057,9.9,8.3,39.1,39.5
00365,216,51654,3.7,17.3,48.4,39.6
00366,2938,58145,9.7,7.5,37.0,28.8
00367,1250,76529,10.8,15.0,46.5,26.0
00368,2031,129349,10.7,9.2,48.8,39.0
00369,1112,71378,11.7,8.9,24.9,26.8
00370,1764,41665,9.2,6.9,40.3,26.8
00371,1181,87475,13.8,12.1,39.7,18.1
00372,4829,103462,8.6,22.3,46.1,24.1
00373,612,109839,9.2,17.1,30.1,31.2
00374,2949,72802,12.4,20.6,31.8,33.3
00375,659,102892,13.0,7.3,21.4,39.9
00376,3772,64752,10.8,11.3,43.0,34.8
00377,4683,61362,4.5,12.8,28.0,32.0
00378,3443,75990,7.0,22.2,47.9,19.6
00379,4170,72126,3.2,18.3,39.9,24.0
00380,4899,103160,6.5,14.8,30.0,33.1
00381,1570,64338,9.8,11.0,44.6,26.9
00382,680,118004,12.7,20.2,44.5,34.1
00383,2394,121464,10.0,22.8,24.8,31.5
00384,3247,115326,3.5,15.7,36.3,26.7
00385,4349,46114,6.1,5.9,20.3,23.4
00386,1779,119630,9.9,10.4,30.3,19.0
00387,3606,27120,11.5,19.9,40.8,26.0
00388,2844,135289,13.4,12.8,29.9,31.9
00389,3456,126174,14.6,17.5,24.0,16.8
00390,4145,25785,13.7,15.5,37.3,22.9
00391,1343,81925,8.6,23.2,48.8,18.4
00392,3218,91473,12.0,11.1,32.4,22.3
00393,2241,133185,5.9,13.9,47.5,35.2
00394,3159,54969,3.8,6.3,47.2,24.9
00395,4648,90236,3.7,21.1,40.1,36.8
00396,3059,118823,5.9,11.5,22.1,33.3
00397,2365,132752,3.5,19.4,39.6,24.2
00398,2579,126416,13.2,5.1,37.7,19.1
00399,4746,41297,8.9,22.3,37.4,15.1
00400,1735,47816,12.7,24.4,30.2,25.6
00401,1857,146386,14.3,14.4,42.5,27.6
00402,4552,130741,14.9,14.7,46.5,26.2
00403,2170,95070,14.2,17.3,40.2,24.2
00404,2949,34529,11.6,24.5,24.4,33.2
00405,3351,47013,8.3,16.2,43.5,17.4
00406,3830,55089,10.2,6.5,24.7,17.7
00407,2589,31171,12.8,16.3,44.0,28.7
00408,1731,66229,13.8,13.4,38.2,15.8
00409,2916,42874,14.5,20.2,30.3,24.9
00410,1115,63809,11.8,11.1,37.0,19.9
00411,1448,84465,9.5,23.5,44.7,20.3
00412,4711,84024,14.6,21.0,35.4,27.1
00413,3187,46153,14.5,11.5,34.3,28.4
00414,2939,129693,8.7,12.0,26.4,25.3
00415,435,53429,10.8,15.4,31.0,18.4
00416,4692,82753,12.7,7.0,35.6,26.8
00417,995,31641,8.2,18.8,23.4,35.0
00418,3646,67401,13.0,17.2,41.4,31.9
00419,951,114075,4.3,11.4,46.8,28.0
00420,1787,50367,8.8,17.8,43.7,18.5
00421,2031,46726,8.8,7.0,34.6,30.2
00422,3846,140047,11.2,24.0,20.2,27.6
00423,2527,29677,4.4,6.3,33.7,35.6
00424,1668,30139,4.2,11.6,23.7,18.8
00425,4100,82766,13.8,24.4,42.3,24.7
00426,2838,49696,6.6,13.0,23.8,17.5
00427,3598,76372,6.9,22.7,23.7,28.1
00428,4013,111049,12.3,8.0,35.4,37.6
00429,1166,101693,8.0,6.3,27.2,38.6
00430,4480,82414,13.0,7.2,27.2,15.8
00431,2544,37832,7.8,24.4,48.8,24.2
00432,4207,138413,12.1,6.8,28.8,23.1
00433,3473,136559,9.3,18.0,47.6,30.8
00434,4069,126996,14.2,13.8,27.0,32.7
00435,2646,144318,6.9,22.2,47.0,19.7
00436,853,98741,7.4,10.9,26.1,19.6
00437,2182,30425,14.6,5.6,25.2,22.1
00438,2874,28900,11.9,20.0,28.3,15.6
00439,2996,102347,12.3,16.8,32.7,29.3
00440,4285,98998,6.6,13.7,26.3,32.4
00441,875,145580,9.4,11.5,38.5,15.1
00442,1725,128917,6.8,23.0,34.0,25.8
00443,3169,149463,6.1,7.4,36.2,26.4
00444,517,54134,9.4,7.8,39.9,30.3
00445,214,107442,14.9,5.3,33.9,33.8
00446,716,27817,5.6,6.5,22.8,36.7
00447,4074,95486,5.9,22.1,30.6,18.9
00448,3367,60607,5.9,20.9,35.5,24.9
00449,925,137637,12.5,7.0,25.4,30.0
00450,1616,114809,9.1,20.6,34.8,27.2
00451,3246,98027,7.6,17.8,23.7,31.6
00452,512,98550,13.1,12.7,30.6,29.2
00453,828,32691,6.6,6.7,45.2,23.2
00454,3448,90978,7.7,17.0,21.4,38.0
00455,2908,47778,3.9,21.8,21.1,35.6
00456,775,82154,4.4,13.4,32.0,33.2
00457,3565,121415,4.6,13.5,47.4,24.7
00458,2604,117195,7.2,21.5,38.4,16.3
00459,3067,73788,9.3,9.2,40.6,39.4
00460,2886,118039,3.0,8.4,36.7,31.9
00461,1222,34413,5.3,18.9,43.3,22.2
00462,4179,139113,5.1,18.1,32.2,26.4
00463,1671,102177,6.0,23.2,42.5,21.2
00464,2243,68400,5.0,11.7,48.0,33.5
00465,1787,54899,5.3,9.0,30.3,31.1
00466,4232,137683,14.8,13.6,32.3,28.0
00467,3951,117474,10.1,12.7,25.3,24.4
00468,3540,70463,12.2,23.8,23.5,22.7
00469,3866,25894,12.8,23.4,42.5,35.3
00470,2426,135398,11.0,13.6,37.6,24.8
00471,3014,60021,11.4,13.2,41.5,26.9
00472,4052,120472,10.6,13.9,25.0,19.3
00473,695,121296,10.8,19.6,42.7,36.6
00474,828,125314,14.1,16.0,29.4,21.2
00475,1465,113777,5.2,10.8,38.6,19.2
00476,4592,71442,6.3,20.4,45.4,30.6
00477,798,144681,4.1,23.1,38.5,18.4
00478,495,119302,13.0,19.4,25.1,39.4
00479,4271,111555,8.4,8.9,35.0,29.0
00480,4460,52791,13.9,20.8,27.6,16.1
00481,2602,114728,7.9,24.8,36.6,18.5
00482,1919,130301,8.3,18.7,22.4,38.3
00483,817,119716,8.4,9.9,49.5,28.7
00484,2882,68520,10.3,5.1,38.6,23.9
00485,3677,134342,12.2,12.7,31.4,32.4
00486,243,132541,7.2,14.4,30.3,24.3
00487,3240,128137,10.6,23.2,37.4,18.6
00488,4591,54899,5.4,17.4,40.2,33.6
00489,3038,72802,9.6,10.6,27.0,24.1
00490,3736,126238,9.6,18.8,36.5,39.5
00491,3322,148350,13.7,6.8,45.7,21.7
00492,1267,103107,13.8,9.3,44.3,17.0
00493,2716,25371,8.8,19.9,25.5,29.5
00494,1162,55193,3.3,10.9,31.5,17.5
00495,2256,85747,13.1,5.6,43.7,34.9
00496,3082,105922,3.0,14.9,29.3,24.3
00497,3394,130302,8.7,18.2,43.1,39.3
00498,4829,39464,3.2,20.8,41.3,37.5
00499,1256,108323,7.2,11.1,25.5,27.9
00500,832,111522,10.6,13.5,40.9,23.9
00501,4430,143634,7.5,16.1,45.1,39.7
00502,4946,74025,14.1,6.5,47.2,23.9
00503,1053,119187,10.7,9.0,27.3,17.9
00504,2639,136710,10.8,12.4,49.9,33.4
00505,3424,111593,7.5,10.3,34.7,35.7
00506,3401,54872,3.5,14.3,27.5,23.1
00507,1642,101248,11.9,18.0,41.7,21.9
00508,1291,89997,11.6,15.8,41.4,25.7
00509,3093,107927,9.4,20.5,38.4,20.0
00510,2781,118458,8.0,17.5,24.3,37.3
00511,1317,25667,9.5,10.8,21.0,36.3
00512,1640,41325,12.0,7.4,42.1,32.6
00513,3336,91982,11.6,17.8,30.5,35.7
00514,2486,40890,10.9,9.2,22.9,21.3
00515,3819,143654,13.8,11.4,47.9,27.0
00516,1488,51483,10.3,20.9,47.8,24.2
00517,1956,117479,3.2,9.4,39.3,35.6
00518,1465,117217,10.4,15.8,27.3,18.7
00519,599,127672,10.4,6.9,49.5,19.7
00520,1780,63085,3.8,13.3,27.2,30.4
00521,610,146934,8.1,24.6,20.3,24.6
00522,4412,126333,10.8,24.1,47.0,18.7
00523,1424,66000,11.5,23.9,25.9,17.7
00524,1255,38025,13.7,16.9,38.9,26.8
00525,1927,145580,13.1,10.9,27.2,33.5
00526,3241,54940,4.4,12.1,33.4,16.3
00527,3586,146878,10.3,9.1,32.1,33.5
00528,1910,144492,10.2,7.0,31.2,30.4
00529,3023,113299,6.6,8.4,29.5,23.2
00530,2314,49701,5.2,14.3,20.5,15.8
00531,4286,107697,5.4,5.5,26.4,39.2
00532,813,66795,5.1,23.8,49.8,24.4
00533,3702,115990,12.7,16.2,20.2,38.3
00534,4234,127793,4.8,8.5,22.2,28.1
00535,3622,38115,6.2,13.3,21.0,29.2
00536,4368,64038,5.6,12.5,35.4,23.2
00537,4848,81433,11.6,21.7,21.1,25.1
00538,4949,71999,4.9,7.4,36.1,31.5
00539,1343,99564,3.3,13.6,29.8,26.7
00540,3809,66484,7.5,19.2,46.3,24.9
00541,1181,132747,6.7,12.5,30.8,15.7
00542,555,32688,7.8,12.2,44.6,24.2
00543,994,127545,12.0,11.8,41.1,19.8
00544,1484,147018,3.1,20.2,49.1,38.3
00545,2058,132230,3.5,7.4,33.3,21.4
00546,3172,48255,6.1,22.1,48.6,16.5
00547,2096,104747,13.7,6.4,39.4,19.2
00548,4385,107088,5.0,11.4,31.5,18.2
00549,604,71617,15.0,12.8,34.7,19.5
00550,1314,67108,12.7,12.9,41.9,21.0
00551,1631,66259,8.5,8.8,46.6,38.8
00552,3540,102049,12.0,17.1,32.2,34.1
00553,923,95569,9.2,14.1,48.3,20.6
00554,1028,91057,9.8,16.4,34.4,31.9
00555,233,121360,10.0,17.3,43.1,31.1
00556,2205,148497,10.8,8.8,47.2,23.2
00557,3727,103792,3.7,23.4,26.6,24.3
00558,4880,135080,10.4,21.6,26.0,37.5
