ZCTA,Population_65plus,Median_Income,Heart_Disease_Prevalence,Diabetes_Prevalence,Obesity_Prevalence,Arthritis_Prevalence
27889,534,74452,9.5,21.9,48.6,38.0
27890,2427,132212,14.8,12.3,27.3,30.3
27891,1746,31042,7.0,19.2,34.0,19.9
27892,3263,95602,6.3,14.6,29.7,35.3
27893,4862,149255,7.1,19.9,42.0,19.8
27894,1540,123498,12.0,10.2,36.1,25.9
27895,4543,91864,7.0,7.0,37.9,32.8
27896,4960,96929,4.2,15.4,36.0,37.1
27897,1033,144041,10.7,17.7,44.4,22.1
27898,4378,130437,5.7,24.0,25.4,18.8
27899,2655,84323,3.0,20.5,45.5,30.4
27900,1246,104297,5.4,22.5,23.6,24.7
27901,4096,39182,12.8,19.6,38.1,31.1
27902,480,39394,14.3,24.9,34.9,36.1
27903,924,81540,10.9,19.8,31.7,27.3
27904,1638,38883,6.7,18.1,35.9,17.0
27905,3475,42941,8.2,11.3,27.8,38.3
27906,1737,47360,5.3,9.9,32.0,22.3
27907,4387,81681,13.6,10.6,21.1,39.3
27908,624,122197,11.0,5.5,49.9,36.1
27909,3207,126428,4.0,9.7,22.7,23.1
27910,1193,128186,7.4,10.7,44.9,25.5
27911,204,89048,9.5,6.7,30.6,16.9
27912,1839,81271,12.6,5.2,42.1,34.6
27913,2460,33720,14.0,15.1,30.3,22.8
27914,3226,99225,4.6,8.6,48.4,19.3
27915,1776,64550,13.0,9.7,24.4,35.3
27916,2454,138660,3.8,24.6,30.6,36.1
27917,4231,129602,5.9,8.0,49.4,24.2
27918,3034,97682,3.3,6.0,25.0,21.4
27919,1972,125114,3.8,21.5,36.5,31.4
27920,1142,32914,3.4,10.4,21.0,22.3
27921,3534,87953,4.8,15.1,46.5,27.7
27922,1541,109765,13.5,21.7,27.7,31.1
27923,1945,76277,6.4,15.1,32.3,30.4
27924,3601,97877,8.8,22.9,31.8,32.5
27925,1641,90129,8.8,18.3,27.0,24.1
27926,566,123623,14.9,17.3,40.9,28.5
27927,3044,40391,7.4,20.1,36.4,19.0
27928,4394,139612,6.2,9.4,27.1,19.3
27929,1691,115006,14.6,8.4,47.1,29.5
27930,2915,143051,10.1,21.8,32.4,22.1
27931,4172,134065,6.5,23.0,34.3,15.0
27932,3672,126690,6.4,8.2,34.0,35.1
27933,4436,54285,4.0,15.6,22.1,18.9
27934,1293,119837,9.7,8.4,22.5,28.9
27935,393,61106,11.7,5.6,44.4,26.1
27936,1021,147865,8.7,15.0,44.1,19.7
27937,1438,120653,13.6,17.0,42.3,27.9
27938,3298,82588,8.8,14.4,44.2,32.4
27939,4663,130038,7.2,20.6,27.8,22.2
27940,2514,134215,6.0,9.6,48.2,33.3
27941,4953,146946,5.9,23.4,21.4,36.4
27942,3575,91405,6.8,16.3,36.4,28.3
27943,1641,141147,14.9,15.6,36.8,16.7
27944,2598,97320,7.3,14.1,33.3,15.4
27945,1007,122768,9.3,9.3,41.5,20.3
27946,2593,111029,6.3,10.7,29.6,39.7
27947,2227,32042,4.7,16.1,30.1,29.2
27948,3188,129733,10.8,19.8,22.5,31.5
27949,4747,148550,9.5,7.8,49.8,31.4
27950,4090,91221,3.8,15.5,39.2,24.0
27951,3851,106293,13.6,5.6,36.0,18.4
27952,2197,128331,9.1,8.7,22.4,31.3
27953,3274,137301,7.0,21.1,28.5,36.8
27954,487,76126,12.4,10.5,36.8,27.6
27955,398,136523,4.3,10.7,41.8,28.3
27956,4534,81746,8.7,15.6,37.1,34.7
27957,3560,148891,9.6,12.4,48.9,33.6
27958,4161,100112,12.3,21.8,27.8,29.0
27959,573,111058,7.4,14.1,45.0,16.1
27960,4811,116022,13.3,22.1,41.5,28.8
27961,4987,141005,11.4,5.2,21.8,27.2
27962,3313,128768,12.3,21.2,30.5,18.6
27963,4208,122067,14.6,5.6,49.9,38.5
27964,548,128419,13.1,22.4,24.4,27.2
27965,2321,56340,7.2,24.0,24.3,22.1
27966,2082,48793,10.7,22.7,37.4,26.2
27967,3711,85470,13.4,22.8,42.9,30.7
27968,2742,41950,9.3,16.1,20.8,25.4
27969,2020,53493,11.2,23.9,27.8,31.6
27970,2416,147583,5.1,7.4,33.8,31.0
27971,1374,100193,12.8,7.2,40.5,24.8
27972,4968,102930,12.1,10.5,29.7,18.2
27973,1715,136928,13.7,15.9,35.8,22.4
27974,3718,149087,11.5,8.4,32.3,30.3
27975,2406,146985,13.5,22.6,35.7,25.5
27976,359,85914,4.9,10.2,40.3,24.6
27977,3306,60233,12.8,23.3,40.8,34.6
27978,1612,143832,14.4,10.7,25.9,22.7
27979,4838,56039,12.8,7.8,31.3,36.9
27980,2228,29348,10.4,19.9,28.4,32.9
27981,3538,28926,14.1,6.0,30.6,20.2
27982,2276,48943,4.1,20.6,30.6,24.8
27983,4607,118252,3.2,23.7,21.2,15.6
27984,3608,102241,14.6,9.6,44.9,28.0
27985,4810,138116,11.2,21.3,32.5,36.7
27986,3180,94546,4.4,23.4,47.0,21.8
27987,331,142565,7.1,11.5,39.7,16.2
27988,829,26400,12.0,20.6,47.6,29.3
27989,3112,130011,12.0,7.0,47.8,17.9
27990,3029,116680,5.0,22.3,21.0,27.6
27991,417,120763,8.6,14.3,33.5,23.7
27992,1630,107660,12.7,10.0,27.0,17.9
27993,1210,146018,14.6,15.5,29.9,29.5
27994,815,148579,10.5,10.1,24.9,21.1
27995,1441,42086,10.7,21.0,20.9,35.0
27996,3504,31255,8.6,11.4,31.0,15.6
27997,3412,62156,9.5,6.5,42.7,24.7
27998,3220,66915,4.2,5.7,47.6,23.6
27999,3187,50449,7.2,10.2,36.2,30.8
28000,301,117520,9.1,15.6,23.4,16.6
28001,2240,57765,6.3,17.7,33.0,25.4
28002,1772,97663,7.3,15.1,41.2,27.3
28003,1156,85722,14.7,19.0,33.5,33.2
28004,3771,59588,3.1,18.6,26.5,24.3
28005,518,49290,6.6,16.5,42.3,19.7
28006,2698,78896,10.0,18.6,43.9,30.5
28007,725,56699,6.3,22.2,42.5,35.4
28008,3930,144079,11.1,5.8,36.8,21.6
28009,1978,139115,6.6,21.7,39.0,19.5
28010,2044,42763,10.7,12.1,40.1,23.3
28011,3029,87923,13.2,11.1,47.7,30.4
28012,2867,82622,10.9,22.3,24.7,17.6
28013,3483,114958,3.6,17.1,37.0,35.8
28014,3640,29347,12.5,6.2,34.8,29.8
28015,493,50607,5.6,8.8,26.7,38.4
28016,2956,54257,10.6,23.7,49.8,31.0
28017,3019,108263,10.8,13.2,43.8,18.7
28018,2718,46654,12.6,10.5,28.4,22.8
28019,731,107524,9.1,9.0,43.8,24.9
28020,2956,47903,7.5,16.1,27.4,18.2
28021,421,147220,9.2,24.4,28.4,19.9
28022,3606,35847,9.5,7.7,46.7,24.6
28023,4769,113503,12.9,9.8,47.1,31.6
28024,1793,72245,5.5,14.9,44.4,25.7
28025,1163,25591,13.2,9.3,49.8,25.2
28026,3211,49422,7.4,25.0,23.3,17.7
28027,1576,88215,11.9,13.2,36.1,27.2
28028,3017,80315,7.0,13.8,33.9,25.7
28029,3361,110874,11.5,9.4,38.1,19.6
28030,2893,115123,12.6,20.9,38.3,39.9
28031,3186,72048,9.7,14.3,38.9,23.9
28032,3911,64547,10.4,18.0,29.3,36.4
28033,4070,123425,11.5,8.5,21.5,37.6
28034,3451,139503,11.3,7.6,30.3,35.8
28035,1058,119632,11.7,16.2,41.5,22.2
28036,4243,92812,13.2,8.6,31.3,22.5
28037,1682,52220,5.6,15.3,35.8,36.2
28038,3276,86417,5.6,25.0,49.6,31.6
28039,2516,131399,14.6,13.8,41.8,27.2
28040,559,64844,13.2,5.5,47.7,27.8
28041,2394,124181,10.1,17.7,31.4,27.8
28042,2411,124089,3.1,10.2,36.7,16.7
28043,1329,108996,13.3,23.8,26.5,33.0
28044,1630,72238,12.0,9.7,32.5,31.3
28045,4725,145359,14.5,23.7,27.1,22.5
28046,1487,25100,3.2,5.4,36.2,18.4
28047,2897,33567,3.3,24.6,37.5,33.4
28048,1463,99373,9.2,10.5,25.3,18.1
28049,4602,90427,13.3,20.6,46.0,33.6
28050,552,28382,14.9,14.3,26.0,32.7
28051,4004,85855,6.8,12.4,33.0,18.7
28052,677,47344,3.4,24.2,24.9,30.2
28053,4019,134236,5.3,23.8,25.6,30.4
28054,3112,85872,13.5,17.1,34.7,28.3
28055,3364,80495,8.6,23.8,38.2,23.7
28056,2031,78968,13.2,20.8,22.2,33.0
28057,4342,104447,8.3,12.3,23.9,38.7
28058,4601,76175,3.6,22.9,30.2,15.4
28059,282,97828,10.4,12.2,22.4,29.2
28060,3277,54142,8.2,23.9,40.8,28.1
28061,335,117064,8.9,15.3,47.1,24.9
28062,737,42429,14.4,19.8,41.3,32.7
28063,3105,43481,8.5,17.7,37.8,35.9
28064,4374,143510,12.6,19.7,48.4,20.1
28065,2579,78973,3.7,8.6,31.6,26.6
28066,3572,45250,8.7,22.8,20.5,17.3
28067,624,118743,10.0,21.4,22.5,34.3
28068,2890,113129,4.4,17.6,47.3,39.1
28069,2470,51590,6.6,9.2,49.1,39.1
28070,1384,131380,11.9,16.5,21.8,16.6
28071,1735,89641,5.2,13.7,47.6,39.6
28072,1823,125653,4.5,5.4,24.9,26.9
28073,2546,52974,6.6,23.5,31.0,30.4
28074,4532,107303,13.3,20.4,42.6,26.7
28075,4314,73906,12.2,23.0,31.9,34.3
28076,1681,55446,12.3,17.1,43.3,26.0
28077,2560,27585,6.9,11.6,40.3,19.9
28078,679,107622,4.2,13.8,48.0,40.0
28079,4041,27096,3.4,21.6,33.2,37.4
28080,295,58086,10.0,9.0,35.4,15.6
28081,432,65980,11.4,8.0,43.1,27.9
28082,3191,140279,7.5,7.0,49.2,36.1
28083,4818,94640,9.3,7.0,30.8,19.2
28084,757,75612,6.3,14.7,48.1,38.4
28085,803,123163,7.4,19.7,40.6,26.5
28086,1549,52122,11.8,22.8,47.1,23.5
28087,1352,76063,11.6,16.4,28.1,37.3
28088,623,28126,3.3,14.9,41.5,28.0
28089,2364,53968,14.3,12.7,32.7,19.1
28090,2522,68525,6.2,11.0,32.5,20.2
28091,135,64680,13.9,5.7,24.9,34.7
28092,875,57606,9.1,19.6,28.7,18.0
28093,127,113767,9.0,6.4,43.9,37.9
28094,185,48428,8.4,20.2,38.7,37.2
28095,2335,63116,14.1,19.3,27.3,19.5
28096,2452,26270,5.5,24.7,44.3,35.3
28097,3593,146854,10.3,5.4,48.5,19.6
28098,4381,58049,6.8,9.9,32.7,19.8
28099,4753,52392,14.0,6.6,48.8,15.6
28100,2656,103080,5.0,23.7,26.4,15.5
28101,4412,112132,11.1,15.3,21.6,35.5
28102,356,121469,8.1,24.1,21.3,29.0
28103,3906,26829,10.9,8.1,39.4,28.2
28104,1547,148432,4.9,11.6,40.6,31.6
28105,4519,106874,7.7,17.8,38.8,38.5
28106,2344,61507,4.3,10.5,45.1,30.9
28107,4699,31276,14.6,23.4,40.4,26.5
28108,3443,77116,5.6,13.8,42.6,28.1
28109,793,47000,14.9,17.3,36.6,31.3
28110,2165,137725,8.0,12.0,27.2,24.0
28111,3700,65531,3.9,9.2,24.0,25.9
28112,4320,105773,3.2,21.0,48.7,17.6
28113,582,41284,10.2,20.9,27.6,26.1
28114,3765,85268,10.4,21.3,27.6,39.6
28115,3175,126111,9.3,11.6,47.4,21.3
28116,2774,27919,3.8,22.1,47.3,26.1
28117,2498,36196,7.0,11.4,34.4,33.5
28118,450,75722,7.3,12.2,49.9,20.9
28119,748,51872,11.5,11.0,25.3,39.1
28120,3970,55538,8.0,13.6,33.3,33.7
28121,327,96292,9.9,5.5,24.6,35.3
28122,2163,31707,6.4,10.0,33.6,27.6
28123,524,117448,11.7,10.1,49.9,21.8
28124,2611,117568,3.6,22.0,30.2,36.4
28125,4919,147637,14.9,18.9,33.5,31.3
28126,1921,113796,10.7,10.3,49.6,38.4
28127,4989,103132,4.8,12.3,26.0,18.6
28128,4372,115172,11.6,24.3,40.7,28.0
28129,2690,44959,12.4,16.9,36.8,27.0
28130,2656,76980,12.5,19.0,45.3,22.5
28131,1685,43958,6.2,24.4,34.8,26.0
28132,1778,93918,14.5,18.2,35.7,17.4
28133,4759,94300,3.2,13.0,32.2,34.7
28134,2380,68207,7.6,12.7,41.0,26.9
28135,3849,40150,4.3,7.2,39.7,15.5
28136,2638,139604,7.6,7.0,44.7,24.3
28137,1116,28424,3.7,12.6,33.4,31.7
28138,543,75250,10.7,13.4,26.7,29.3
28139,2167,39271,3.7,18.1,32.5,30.8
28140,3782,101531,10.4,14.2,46.6,20.8
28141,3898,38582,5.8,19.5,40.3,33.5
28142,3727,103868,5.1,7.0,44.4,32.1
28143,210,69067,7.2,11.3,39.4,28.5
28144,2634,90733,10.7,23.1,44.4,38.8
28145,188,149971,9.9,5.9,35.9,39.0
28146,3490,93224,11.2,18.1,23.0,21.0
28147,2041,138193,14.0,16.1,35.6,31.3
28148,3410,32098,5.4,6.2,49.9,25.0
28149,171,47513,8.0,7.6,22.7,25.0
28150,921,133064,6.2,10.7,47.1,28.7
28151,3570,34062,10.0,7.0,31.0,15.1
28152,915,91045,6.4,12.4,22.7,23.8
28153,503,142151,9.7,18.4,36.1,32.2
28154,1798,102761,12.9,19.7,48.7,36.9
28155,4446,117568,9.6,12.3,36.2,28.9
28156,3016,119503,13.1,22.6,32.9,22.1
28157,2142,81249,10.3,22.5,20.6,28.6
28158,2053,108808,13.4,7.9,49.6,18.9
28159,3393,56346,14.2,18.5,26.6,18.2
28160,3802,90381,9.1,10.3,49.3,32.0
28161,3353,125554,12.5,16.9,27.9,17.5
28162,3901,62439,8.6,12.5,33.1,34.5
28163,355,30010,11.5,16.4,21.4,26.1
28164,2031,25984,3.5,17.6,35.0,37.1
28165,1211,58563,14.6,8.0,20.9,21.6
28166,972,129393,13.7,15.1,42.5,23.2
28167,4687,137350,13.7,8.3,37.4,38.2
28168,1661,91383,6.4,8.6,23.0,15.3
28169,4828,141079,6.4,19.9,37.8,26.0
28170,4557,130897,7.8,23.3,43.3,29.4
28171,993,112637,13.6,13.8,33.2,30.8
28172,2784,44377,13.3,20.1,25.9,27.3
28173,1346,138378,6.5,16.5,45.4,30.9
28174,846,32627,9.5,22.5,26.6,26.3
28175,4153,62225,8.7,23.6,36.6,26.5
28176,4185,62339,10.8,21.7,29.8,30.3
28177,1106,37591,5.6,23.5,29.1,20.6
28178,2840,51808,4.0,10.0,25.5,33.8
28179,4410,117424,3.3,10.8,39.1,34.0
28180,4422,34629,7.6,16.7,46.1,21.7
28181,990,82745,14.4,21.0,20.4,15.7
28182,2591,117332,11.2,6.7,29.5,27.0
28183,2976,137343,12.0,11.4,44.6,28.7
28184,1731,140565,14.3,11.5,40.4,37.2
28185,3803,44538,8.1,22.4,23.9,26.2
28186,2126,145397,8.7,19.9,31.9,19.5
28187,4207,87785,7.3,18.0,46.9,27.6
28188,3422,50482,5.2,8.7,38.7,39.3
28189,841,111361,12.2,15.5,44.7,34.5
28190,3108,26095,13.9,5.2,35.5,34.8
28191,2076,69482,12.8,9.1,27.2,39.3
28192,3762,59574,3.6,21.0,22.8,24.6
28193,3900,145684,6.6,18.1,41.6,37.5
28194,3671,72911,10.1,15.9,21.4,17.1
28195,3011,75828,6.9,21.9,29.5,22.9
28196,3184,98935,4.8,13.8,28.3,34.4
28197,873,100093,9.5,10.6,25.3,20.8
28198,2244,87496,9.3,21.8,36.6,29.6
28199,1092,30501,11.5,11.1,49.7,28.6
28200,1938,149289,15.0,22.1,46.4,33.4
28201,3913,130580,10.8,18.3,26.6,18.0
28202,3421,54660,6.8,17.6,22.6,32.3
28203,3942,68885,14.5,6.6,44.3,30.4
28204,3353,70217,9.9,14.5,40.7,25.5
28205,1975,35255,10.7,12.5,39.3,17.6
28206,3337,81333,7.3,23.5,36.0,17.7
28207,103,49821,8.4,5.2,42.0,38.3
28208,264,87509,8.0,17.1,35.5,16.4
28209,4539,114988,14.2,13.2,35.5,27.3
28210,1997,76754,12.7,21.1,31.6,19.8
28211,3340,106297,4.1,21.7,44.4,24.0
28212,2667,46551,6.8,14.3,24.5,39.8
28213,3607,39015,3.7,8.2,46.4,23.1
28214,2659,110401,9.2,9.1,39.5,25.7
28215,1438,108397,6.4,19.5,38.1,36.0
28216,4737,113205,3.9,21.5,47.6,19.7
28217,712,27497,12.3,12.3,39.4,23.2
28218,1984,87652,4.1,12.3,26.3,33.2
28219,4124,30850,6.3,8.4,44.5,28.6
28220,3234,141168,12.3,18.1,48.2,36.2
28221,1155,92323,9.1,7.4,30.0,18.7
28222,1722,75964,12.8,19.1,28.0,27.4
28223,3382,122078,8.0,17.0,40.1,39.5
28224,2710,119323,12.8,21.2,48.1,26.7
28225,3169,142611,9.5,17.0,28.8,21.2
28226,1355,125865,4.1,9.1,30.4,38.5
28227,2760,109866,8.7,16.6,22.1,38.9
28228,4324,119220,9.6,23.1,42.2,35.9
28229,1142,84668,10.3,20.8,44.6,20.9
28230,4552,106824,14.1,8.4,27.0,18.1
28231,1542,124219,5.2,6.9,46.6,18.0
28232,3777,116004,10.3,24.2,34.7,23.8
28233,4276,47755,12.0,19.9,27.9,38.8
28234,3786,32313,13.7,21.5,37.7,26.0
28235,2004,101524,9.3,23.0,37.3,39.3
28236,2813,53965,5.6,14.3,30.0,23.3
28237,1977,44199,12.8,22.5,39.7,20.0
28238,890,72384,13.9,7.6,43.8,17.5
28239,324,112205,4.3,11.8,41.5,32.1
28240,3134,71222,5.8,11.8,31.2,25.4
28241,4975,127897,13.5,5.7,44.5,34.5
28242,4332,25976,8.8,8.7,39.9,31.2
28243,325,42133,5.0,19.6,28.5,25.4
28244,3505,94091,10.7,14.3,46.0,32.7
28245,3279,81732,8.5,16.9,20.8,28.6
28246,911,134664,14.6,17.3,39.4,18.4
28247,2592,46183,5.7,9.2,36.0,33.1
28248,4202,130759,7.3,23.5,40.3,15.7
28249,4323,44399,5.0,7.8,35.8,26.6
28250,4166,36818,3.6,5.1,48.8,28.8
28251,4462,66228,6.3,10.3,30.2,36.1
28252,4409,121464,12.8,15.1,28.3,27.6
28253,346,93564,6.2,8.4,28.3,28.7
28254,1718,146136,11.4,20.5,34.8,27.2
28255,1927,116123,9.3,9.2,39.9,29.5
28256,3545,133631,9.2,24.1,22.4,31.8
28257,520,95775,12.4,19.2,47.4,18.8
28258,2864,108168,10.4,22.1,27.9,34.8
28259,1471,101935,4.9,16.0,20.4,24.9
28260,4338,148642,5.6,16.1,47.8,19.5
28261,2288,118083,9.5,24.5,27.2,33.2
28262,2712,83066,13.1,7.3,39.9,33.3
28263,2180,124709,4.8,16.6,21.1,27.9
28264,4424,113074,4.3,6.4,38.5,22.7
28265,2835,140126,9.2,24.8,28.1,31.0
28266,929,40369,5.3,17.6,26.0,29.7
28267,3158,41698,14.9,6.7,21.9,31.0
28268,949,125416,3.1,10.7,46.8,33.7
28269,2880,79148,8.4,22.8,47.9,30.1
28270,1253,140279,5.0,6.6,44.8,19.7
28271,3929,71547,11.2,10.5,28.8,16.0
28272,2782,56635,10.6,15.1,20.0,17.5
28273,3179,90115,12.7,24.7,27.2,32.6
28274,502,54316,9.8,9.2,37.6,36.2
28275,3075,57367,5.3,20.8,29.9,15.1
28276,1702,70250,3.6,11.9,24.0,24.5
28277,4822,79685,11.7,5.2,26.0,31.5
28278,1080,61438,8.3,20.6,44.2,37.2
28279,2394,139337,5.7,14.8,29.4,16.2
28280,2484,82200,6.0,14.6,24.0,31.4
28281,3452,43293,4.8,18.5,37.9,26.1
28282,4228,147715,6.4,18.0,37.1,17.3
28283,898,37288,12.5,18.1,32.0,34.9
28284,2695,94999,10.4,11.5,35.2,32.7
28285,1466,97310,14.8,16.6,27.8,18.9
28286,3038,125727,9.3,22.6,40.9,34.9
28287,1362,57509,9.3,22.9,26.6,37.9
28288,2876,36454,5.3,13.1,37.5,19.8
28289,3348,70855,10.0,9.7,34.4,29.5
28290,403,121883,10.3,6.5,24.2,20.0
28291,1793,44654,5.5,22.2,32.0,24.9
28292,2416,86674,4.1,8.3,35.5,16.7
28293,4595,50829,7.4,11.3,21.0,35.1
28294,1021,85641,5.1,21.2,44.0,15.3
28295,520,124757,9.0,20.7,41.7,34.7
28296,2278,123499,9.3,13.7,27.7,16.6
28297,3909,79738,10.3,18.9,27.4,30.4
28298,1266,33981,10.2,9.8,29.5,30.4
28299,4773,36259,11.1,23.6,44.0,28.8
28300,639,61321,5.8,24.0,47.0,18.1
28301,3599,135945,11.8,23.8,25.2,39.8
28302,1560,66772,9.3,17.5,20.2,36.7
28303,4787,55380,8.2,6.4,42.3,24.0
28304,4839,128234,10.8,17.3,33.1,27.5
28305,427,60348,9.0,13.4,39.6,27.2
28306,2959,116643,9.3,12.9,46.2,25.2
28307,2193,49549,3.3,5.6,47.9,35.3
28308,2231,58172,12.6,22.5,32.2,28.7
