ZCTA,Population_65plus,Median_Income,Heart_Disease_Prevalence,Diabetes_Prevalence,Obesity_Prevalence,Arthritis_Prevalence
18684,2480,140643,3.1,24.5,47.3,29.9
18685,2457,94840,10.6,9.9,48.7,29.4
18686,1543,79785,14.3,20.5,20.3,19.2
18687,3780,59778,7.6,12.3,41.7,22.0
18688,1848,106536,9.9,5.6,49.2,28.8
18689,2501,138841,8.4,8.3,25.6,39.9
18690,3271,146507,14.7,17.4,25.4,24.5
18691,4340,59656,11.8,9.6,23.8,23.5
18692,2106,122301,3.5,22.0,32.7,24.3
18693,1886,107288,4.3,12.3,43.4,35.7
18694,1509,92298,8.6,9.5,36.2,31.4
18695,1862,107913,10.6,20.6,31.6,37.6
18696,1009,147961,6.5,8.2,37.2,17.9
18697,860,108107,11.1,24.1,30.5,33.7
18698,3340,140064,9.9,9.8,35.2,25.7
18699,2789,25002,8.2,21.3,34.1,36.0
18700,630,140371,10.0,15.3,47.5,20.9
18701,1459,52765,14.0,19.8,36.0,18.3
18702,3918,77879,5.9,7.8,39.8,33.4
18703,2127,25763,12.5,9.2,28.9,21.3
18704,2660,73522,3.1,9.0,30.9,27.3
18705,2277,49841,4.0,7.7,49.3,20.8
18706,1637,125786,14.4,10.3,38.3,31.4
18707,1373,35921,11.4,21.8,29.0,28.5
18708,2881,74876,10.6,20.0,22.1,28.6
18709,1046,44224,7.0,11.1,38.2,32.6
18710,1398,112266,5.2,12.3,22.5,16.1
18711,2611,109343,7.6,19.7,24.9,15.9
18712,2288,112301,10.2,21.5,26.5,17.5
18713,981,51989,10.6,13.5,39.2,26.2
18714,1947,103590,5.0,19.8,32.1,23.6
18715,2075,27475,8.3,16.4,41.9,21.7
18716,4368,79279,9.8,24.8,26.6,37.1
18717,4668,129353,14.5,18.8,46.5,37.2
18718,3064,132560,9.6,19.8,26.4,20.8
18719,3163,96533,10.0,21.9,21.0,35.5
18720,3228,130728,12.2,7.9,33.5,27.6
18721,597,97322,8.0,12.3,23.7,35.7
18722,2316,146395,7.6,14.8,32.8,22.7
18723,1088,136717,10.1,8.1,49.1,26.1
18724,2708,112258,12.4,12.2,44.0,19.9
18725,2575,141979,10.7,18.7,33.8,38.7
18726,4614,101620,5.2,10.0,41.9,23.4
18727,1470,46418,7.8,14.6,32.8,24.6
18728,3688,144086,9.2,7.7,20.0,31.1
18729,2602,29465,9.3,7.3,44.0,18.7
18730,4909,95482,7.1,12.3,42.9,16.1
18731,278,35514,9.3,19.5,47.5,26.7
18732,2029,121325,11.1,15.5,23.5,25.1
18733,2648,66006,8.6,17.6,44.4,35.6
18734,4934,28661,8.4,13.1,44.3,16.2
18735,211,93100,12.6,16.7,30.9,16.4
18736,3319,143013,12.1,14.7,32.1,32.8
18737,814,95463,8.1,12.9,32.6,31.7
18738,1501,134162,15.0,5.5,30.6,22.1
18739,3024,107675,3.8,21.9,37.4,20.6
18740,1481,85588,6.9,24.0,35.4,29.0
18741,3227,138599,3.4,15.6,37.3,30.6
18742,3111,124756,13.1,13.9,38.0,36.2
18743,1308,31179,12.1,20.3,40.8,24.1
18744,3225,107824,11.2,5.3,28.8,19.6
18745,136,27454,5.6,7.8,25.7,16.9
18746,1928,110407,11.5,10.6,35.9,23.4
18747,3160,61828,7.3,6.7,32.9,23.3
18748,3441,47188,13.4,5.9,41.4,39.3
18749,4041,138051,5.4,23.8,37.1,21.7
18750,909,88975,5.6,8.7,40.8,37.3
18751,3172,69723,14.5,16.9,25.8,35.9
18752,4218,66738,9.2,15.8,49.7,30.7
18753,1626,75942,8.4,10.7,26.9,19.4
18754,3619,137530,7.2,18.0,31.9,16.7
18755,4991,38119,13.0,11.5,41.6,17.3
18756,595,48872,7.2,14.2,20.8,15.0
18757,524,71152,7.3,12.6,44.8,33.0
18758,2847,114656,4.5,23.2,37.4,25.5
18759,2165,59369,9.2,23.6,46.4,35.7
18760,2082,54315,14.1,12.5,36.3,26.4
18761,1568,119620,14.5,9.9,20.8,34.8
18762,3900,28843,14.9,19.7,34.8,32.5
18763,1333,145955,8.7,11.3,46.9,20.1
18764,1897,73512,12.3,14.6,27.8,20.7
18765,664,28675,9.6,15.9,29.6,16.1
18766,3119,102585,9.6,24.7,21.0,28.5
18767,1404,58773,12.7,12.7,45.5,25.8
18768,232,85044,13.0,13.2,46.0,37.0
18769,548,25231,3.2,6.4,24.9,16.2
18770,1930,36845,14.3,18.3,26.4,40.0
18771,2258,47960,12.9,8.8,36.0,32.1
18772,3726,139678,11.7,17.3,26.5,36.2
18773,949,78738,13.2,9.8,26.4,20.8
18774,4062,88150,9.4,23.9,32.1,39.7
18775,1580,106766,12.3,6.6,37.0,15.5
18776,1000,43517,10.2,23.6,20.8,23.0
18777,4954,53412,9.5,16.0,46.4,30.0
18778,1639,138693,5.5,23.7,41.7,26.5
18779,1999,108610,13.2,14.9,22.6,35.7
18780,3044,42607,13.6,5.9,37.3,36.1
18781,3344,128274,14.7,9.0,24.0,17.6
18782,614,43587,4.4,12.0,40.5,33.2
18783,1691,72860,6.5,23.8,25.8,31.5
18784,183,34089,11.2,20.2,27.1,36.3
18785,3842,72635,13.3,17.0,45.3,22.1
18786,4993,32882,12.0,13.8,29.3,38.3
18787,2227,51445,8.5,13.9,45.1,16.9
18788,1701,131647,11.7,18.1,42.8,38.4
18789,4717,56820,3.9,19.4,29.6,37.1
18790,1322,75503,11.0,14.5,40.7,20.9
18791,4429,41555,3.1,21.0,20.2,15.0
18792,1942,30524,3.6,15.5,37.2,16.8
18793,2391,124733,12.1,15.3,44.8,35.8
18794,1689,147696,8.7,18.0,45.3,25.6
18795,2996,46241,3.7,20.9,38.6,31.6
18796,4588,47201,8.8,16.9,30.6,32.2
18797,108,44817,3.8,23.5,49.2,32.3
18798,4808,60967,7.2,22.5,49.7,15.4
18799,814,35090,4.9,20.4,20.7,17.0
18800,2027,57266,5.6,14.2,24.8,22.4
18801,209,42743,5.3,17.3,49.3,33.3
18802,365,145561,7.5,15.1,49.8,27.6
18803,3323,148572,4.3,5.1,48.3,27.5
18804,1054,130736,9.3,18.3,22.3,22.3
18805,1449,121450,7.9,23.3,39.7,32.9
18806,1674,71837,13.1,15.4,22.0,23.1
18807,2323,41483,12.9,8.4,34.2,28.5
18808,3931,137179,12.9,14.2,49.3,32.9
18809,3355,44826,8.6,5.1,46.0,30.2
18810,1158,77201,6.5,19.8,23.8,21.5
18811,2057,38196,8.0,18.4,36.3,28.9
18812,3247,51496,11.2,18.0,24.2,24.1
18813,2619,82771,9.4,13.7,24.5,16.1
18814,3753,140274,10.5,12.8,23.8,19.6
18815,2670,36159,11.3,10.5,22.9,32.6
18816,3027,52780,14.0,23.3,26.1,27.4
18817,3987,139943,14.3,12.4,47.5,20.9
18818,987,141161,13.1,16.1,30.7,16.3
18819,844,107640,3.8,14.1,45.6,25.9
18820,3614,108920,14.8,18.2,21.1,23.0
18821,3030,60775,11.4,24.6,37.6,24.4
18822,2779,38966,11.3,16.6,37.4,22.0
18823,275,117739,3.3,13.1,47.6,39.4
18824,665,122333,8.8,17.1,24.1,35.3
18825,3317,147634,10.5,5.7,42.7,22.8
18826,4457,78654,6.3,23.1,43.7,28.4
18827,4726,38696,4.0,8.4,35.7,29.1
18828,1494,88401,9.4,15.8,26.8,20.4
18829,1320,117401,8.4,12.6,30.3,34.3
18830,1047,47574,3.5,22.0,36.1,36.6
18831,684,70170,9.2,24.3,34.7,30.3
18832,2962,62880,4.3,6.2,41.0,36.6
18833,1720,108651,8.1,9.1,27.7,29.7
18834,3455,144589,6.2,22.0,28.9,29.2
18835,2449,76329,14.6,14.1,47.1,27.9
18836,3291,92116,3.4,17.7,42.2,25.0
18837,3307,126530,9.7,12.4,30.7,28.9
18838,2676,83337,4.8,15.7,41.6,38.8
18839,631,117108,6.8,10.3,20.8,36.9
18840,1331,29590,5.2,16.8,30.6,26.9
18841,2093,108772,14.9,13.7,24.3,19.2
18842,1797,41465,3.4,18.6,28.7,25.5
18843,3470,78002,9.5,17.2,36.9,32.5
18844,1645,93548,10.3,7.7,39.3,18.2
18845,3265,142404,12.3,8.8,48.9,23.4
18846,1537,114112,10.5,5.5,38.3,35.6
18847,470,147189,5.8,12.2,28.9,26.5
18848,4604,30301,10.2,10.5,43.5,27.1
18849,716,75607,14.7,6.6,31.7,24.3
18850,4266,50773,13.2,18.6,23.6,31.7
18851,4114,81104,8.4,19.3,38.2,22.2
18852,4279,88461,8.7,18.2,36.4,16.4
18853,2356,60880,4.6,9.7,20.9,37.7
18854,4454,129892,9.8,17.6,25.8,17.9
18855,3410,114482,6.4,12.6,24.3,32.9
18856,1031,49491,4.3,5.2,33.0,27.4
18857,2429,149191,8.7,24.4,49.8,34.0
18858,493,82904,3.5,19.4,42.7,33.2
18859,2565,95917,4.4,9.8,29.3,30.7
18860,3377,137371,5.6,11.2,48.5,16.9
18861,2029,59872,14.9,23.0,35.9,22.1
18862,725,141741,12.7,10.1,45.3,25.7
18863,4757,131030,9.5,6.8,49.5,15.6
18864,2979,133094,5.8,21.8,44.3,39.2
18865,3266,42328,9.2,19.0,44.8,20.3
18866,3522,115005,10.8,15.9,48.5,39.8
18867,2209,33770,3.1,16.1,26.5,20.3
18868,1265,34106,14.9,18.8,45.5,32.5
18869,2881,137310,10.5,23.2,25.2,27.4
18870,1991,115273,14.9,21.4,36.7,22.2
18871,3282,147152,8.6,9.7,23.2,33.2
18872,1739,79888,10.5,17.9,30.0,29.0
18873,881,25774,8.5,18.4,24.4,31.5
18874,4792,90592,3.1,21.4,45.0,28.5
18875,2156,48055,13.2,23.2,38.3,17.0
18876,2423,130530,8.4,6.2,25.9,39.3
18877,2374,116301,8.7,6.9,45.7,30.4
18878,2333,57648,7.3,6.9,39.3,34.2
18879,2738,78196,8.2,18.8,22.3,19.9
18880,3387,25545,11.7,23.6,29.5,30.2
18881,2580,121301,11.4,16.6,24.0,31.9
18882,2716,77132,12.7,16.4,22.8,26.1
18883,455,62674,14.7,21.8,40.4,23.3
18884,4587,86486,7.7,24.8,23.9,32.0
18885,4774,67373,7.1,23.8,24.4,39.1
18886,3446,96931,8.9,17.1,43.4,30.6
18887,3622,39501,4.9,24.9,47.7,30.6
18888,2567,117527,12.1,19.5,27.9,23.1
18889,263,145186,10.0,19.0,48.5,20.1
18890,3734,135579,5.5,7.0,28.4,37.0
18891,4833,28388,13.4,10.9,30.9,16.4
18892,3763,77355,10.4,16.7,39.5,32.0
18893,3354,75564,3.4,19.0,42.2,29.7
18894,3481,101357,5.4,9.0,49.6,32.4
18895,2164,91107,13.7,21.2,43.1,36.4
18896,4365,43124,7.6,22.5,33.2,34.8
18897,4084,73877,14.8,22.0,23.2,26.8
18898,3987,127231,9.4,15.7,38.8,24.6
18899,439,107267,5.5,11.8,45.3,24.9
18900,4921,42228,10.1,21.8,45.0,27.2
18901,3881,44049,4.2,19.8,41.5,33.0
18902,3690,29592,12.7,5.8,42.7,34.5
18903,2033,145657,10.5,15.0,23.9,24.7
18904,1745,145762,14.6,21.5,23.8,25.1
18905,4328,121766,11.3,16.4,37.3,39.3
18906,2787,77742,3.6,10.4,21.9,36.5
18907,2226,35691,8.7,5.3,25.5,20.8
18908,4541,82886,9.4,9.5,42.0,26.4
18909,4804,107135,14.0,17.2,20.7,38.5
18910,738,64381,8.2,10.1,24.8,17.5
18911,1324,68860,10.1,5.2,43.7,38.9
18912,3805,88791,5.2,6.4,47.7,39.3
18913,4010,75521,5.9,12.6,27.5,17.2
18914,4345,33477,9.6,14.3,35.3,21.3
18915,1649,33052,11.4,20.2,46.5,15.5
18916,4245,93595,8.2,15.8,44.2,37.2
18917,1605,53797,8.2,20.6,45.6,18.3
18918,4530,123354,6.1,8.0,29.7,22.2
18919,1475,63306,11.4,12.0,28.8,38.2
18920,767,125029,3.1,15.3,41.7,24.6
18921,2474,40410,9.2,5.3,35.6,24.7
18922,4190,62334,3.0,24.2,46.1,23.0
18923,1115,149279,10.1,23.5,42.3,37.9
18924,435,85780,3.4,18.3,30.5,39.7
18925,4861,36495,14.3,9.3,44.8,36.6
18926,180,32857,8.7,7.8,47.7,21.0
18927,2234,68677,11.2,22.8,23.5,31.1
18928,1899,32826,13.2,10.8,36.1,26.2
18929,357,38791,5.8,12.5,37.1,35.9
18930,284,75481,9.5,12.9,21.8,35.9
18931,222,95069,13.4,9.3,20.4,28.9
18932,4800,110242,9.5,19.5,25.4,36.8
18933,3614,77050,7.7,16.5,45.0,22.1
18934,1494,51965,7.4,22.8,39.2,30.3
18935,2452,138795,7.6,9.4,25.4,38.9
18936,3319,148628,10.4,11.8,38.2,24.3
18937,1408,107443,3.5,14.9,38.8,36.8
18938,4044,115766,8.0,14.4,34.0,30.1
18939,2041,127905,9.7,24.6,35.8,28.6
18940,590,109873,12.4,16.9,40.8,28.9
18941,1154,142877,9.4,13.2,47.0,37.1
18942,801,109028,14.1,10.7,45.7,32.4
18943,3034,133434,8.3,16.5,41.3,24.7
18944,4795,124508,10.8,15.9,45.7,22.6
18945,1234,78191,3.2,15.2,38.8,38.4
18946,179,61850,5.9,23.9,42.5,31.7
18947,935,47840,12.8,15.1,46.5,35.4
18948,751,53638,10.0,9.6,46.4,19.4
18949,516,148144,14.4,8.1,44.4,36.7
18950,3780,144836,12.0,23.2,36.4,35.2
18951,3966,93870,8.4,25.0,25.7,35.6
18952,845,91247,12.3,16.8,45.2,15.2
18953,2102,99640,8.6,19.5,42.8,30.9
18954,339,96246,7.0,13.4,43.2,27.1
18955,2993,120887,3.6,22.2,23.8,21.6
18956,2044,67694,13.4,11.9,45.7,38.9
18957,955,106513,8.0,5.4,43.9,37.6
18958,3615,88826,11.2,5.8,31.9,25.0
18959,2746,149325,4.8,21.5,34.4,35.5
18960,3294,133632,12.9,13.4,48.6,28.1
18961,4615,123635,12.9,24.4,21.3,35.6
18962,4904,147847,8.8,13.4,24.0,30.2
18963,2698,139094,11.1,23.9,44.5,36.5
18964,1453,86193,9.3,14.4,38.4,18.8
18965,2135,94370,9.6,19.4,21.6,33.2
18966,2980,148031,13.7,10.9,41.0,21.8
18967,779,73945,14.6,16.0,31.6,22.6
18968,586,99435,7.4,11.5,33.7,24.5
18969,3720,64978,7.0,18.5,26.8,17.5
18970,3750,49996,6.6,9.6,25.3,33.0
18971,4818,96340,12.2,12.2,32.8,39.5
18972,1538,81809,11.7,17.7,37.5,24.5
18973,4414,98269,3.5,11.1,26.5,15.2
18974,1584,58020,4.1,10.6,33.6,24.7
18975,790,34190,10.8,12.6,37.6,15.6
18976,1112,104658,6.3,17.4,34.5,29.7
18977,4642,96363,4.1,11.7,34.0,33.1
18978,2447,44939,8.0,13.7,28.7,22.6
18979,3808,33484,13.5,5.4,23.4,19.5
18980,4570,149120,7.4,19.0,48.5,16.0
18981,2022,82512,11.3,21.2,47.1,36.9
18982,737,52357,13.8,21.5,47.9,27.6
18983,3108,147495,5.0,16.0,36.4,16.7
18984,2333,98088,10.3,13.5,27.8,23.5
18985,2225,137655,13.9,8.7,29.9,25.9
18986,3557,74188,5.3,18.1,38.0,24.8
18987,4389,91980,14.9,16.5,41.4,36.6
18988,3274,47406,7.4,13.6,39.3,25.4
18989,3788,78543,5.6,17.3,25.3,22.0
18990,1499,146266,13.1,24.1,46.7,25.6
18991,2434,84711,8.6,7.7,38.4,24.3
18992,1605,49288,11.0,24.3,45.9,16.9
18993,349,32793,8.9,16.4,38.5,39.7
18994,635,31677,10.7,21.6,32.1,26.5
18995,3632,147154,3.4,24.9,22.6,19.9
18996,3649,80869,7.2,23.6,29.1,26.7
18997,557,131165,10.9,13.0,25.7,28.3
18998,2838,116034,7.2,14.2,48.9,25.0
18999,3469,149700,12.3,17.1,32.0,23.6
19000,4235,81335,14.5,17.8,47.1,32.6
19001,3796,38268,3.4,9.6,29.9,31.8
19002,3511,35634,13.3,24.0,23.7,22.8
19003,4169,31420,5.0,21.6,44.3,28.8
19004,3487,78896,14.0,7.6,34.1,18.4
19005,3285,94914,14.4,24.8,45.5,27.2
19006,3338,108582,9.8,24.9,37.0,27.5
19007,360,91534,8.7,12.1,23.0,19.8
19008,1347,119293,12.1,22.0,21.0,19.8
19009,3433,29302,14.0,10.2,24.8,18.5
19010,3422,86290,5.8,8.2,29.6,36.6
19011,2673,32830,7.6,22.1,32.3,33.4
19012,225,138202,8.0,16.2,45.9,20.0
19013,1329,43908,13.1,6.2,46.4,35.9
19014,3311,137358,4.6,21.7,33.7,22.9
19015,3233,97271,10.5,12.7,39.7,23.6
19016,1406,57898,7.2,8.4,23.9,16.6
19017,2201,88887,13.6,15.5,48.6,33.1
19018,235,70191,7.1,14.4,30.1,20.6
19019,2477,102145,14.7,21.1,39.4,26.3
19020,1559,68177,3.2,14.6,36.6,18.7
19021,4331,77168,5.9,18.3,43.0,34.4
19022,912,124490,8.5,12.1,49.8,27.2
19023,951,62062,6.1,7.2,33.1,38.5
19024,1844,65903,11.8,5.9,28.9,20.6
19025,2038,78986,12.8,11.4,23.0,16.2
19026,970,48599,11.4,18.4,43.8,23.4
19027,734,49373,14.6,5.2,29.4,28.3
19028,768,36004,8.5,10.0,33.3,29.5
19029,1393,67477,14.8,8.0,48.7,35.7
19030,3188,143886,4.5,14.2,48.4,29.1
19031,368,119755,13.2,19.9,40.8,18.9
19032,960,74157,3.5,16.1,23.1,30.1
19033,581,140398,9.4,17.2,33.5,19.4
19034,3390,82355,8.8,23.9,47.3,35.6
19035,3490,27150,13.3,14.1,35.1,17.4
19036,1361,48226,11.4,21.3,49.5,18.9
19037,2432,104680,8.3,11.9,25.7,25.3
19038,202,116825,13.7,17.4,37.9,20.3
19039,3894,111442,13.6,20.4,25.7,28.8
19040,4987,102994,3.3,21.5,43.9,33.4
19041,4434,129112,13.5,9.4,47.5,32.7
19042,2792,86528,9.3,10.1,21.9,18.8
19043,3771,56435,13.1,12.5,32.8,36.3
19044,981,89950,5.2,10.0,21.1,21.3
19045,2335,52994,4.8,15.8,22.1,18.4
19046,3134,79102,11.7,21.1,31.0,25.5
19047,4989,77434,6.3,8.1,37.5,16.0
19048,2677,32892,9.7,13.1,45.6,19.1
19049,775,96089,11.3,19.5,48.4,29.7
19050,2539,44988,10.3,19.1,28.1,15.2
19051,1781,117759,11.4,9.8,26.7,26.2
19052,1376,118708,10.4,18.2,24.7,34.5
19053,4867,121681,7.5,24.3,20.6,21.6
19054,3347,97690,4.1,17.5,36.1,35.9
19055,3748,64907,13.3,11.5,35.9,39.1
19056,1412,40479,13.2,15.3,22.6,30.5
19057,1173,110902,3.1,11.8,20.5,37.1
19058,4199,90713,13.1,15.6,31.4,35.7
19059,1754,138792,4.8,21.8,22.4,31.2
